customer_id,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C103524,0,Yes,No,54,Two year,No,No,No,Yes,Credit card,20.6,1112.5,No
C103525,0,No,Yes,34,One year,Fiber optic,No,No,Yes,Electronic check,93.94,3218.8,No
C103526,0,No,Yes,13,Month-to-month,No,Yes,Yes,Yes,Bank transfer,18.67,230.25,No
C103527,0,No,No,20,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,77.17,1443.45,Yes
C103528,0,No,No,29,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,80.67,2314.43,No
C103529,0,No,Yes,18,Month-to-month,DSL,No,No,Yes,Credit card,40.86,716.99,No
C103530,0,Yes,No,46,Month-to-month,No,No,Yes,Yes,Electronic check,24.31,1159.06,Yes
C103531,0,Yes,No,52,One year,DSL,No,No,Yes,Electronic check,27.21,1335.54,No
C103532,0,Yes,Yes,25,One year,No,No,No,No,Bank transfer,18.0,410.25,Yes
C103533,1,Yes,No,16,Month-to-month,Fiber optic,No,No,Yes,Electronic check,73.61,1207.95,Yes
C103534,0,No,No,24,Month-to-month,Fiber optic,No,No,No,Credit card,69.01,1603.18,No
C103535,0,Yes,Yes,33,Two year,DSL,No,No,Yes,Electronic check,57.71,1812.76,No
C103536,0,Yes,No,15,Month-to-month,Fiber optic,Yes,No,No,Mailed check,70.58,955.17,Yes
C103537,0,No,No,35,Month-to-month,DSL,No,No,Yes,Bank transfer,54.06,1984.45,No
C103538,0,Yes,No,1,Month-to-month,No,No,Yes,Yes,Credit card,23.24,23.79,Yes
C103539,0,No,No,43,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,85.25,3581.57,Yes
C103540,0,Yes,Yes,19,Month-to-month,DSL,No,No,Yes,Credit card,52.4,1031.11,No
C103541,1,No,Yes,36,Month-to-month,Fiber optic,No,No,Yes,Mailed check,84.29,2970.54,No
C103542,1,No,Yes,15,Month-to-month,Fiber optic,No,No,No,Mailed check,77.73,1067.52,Yes
C103543,0,No,No,1,Month-to-month,DSL,No,Yes,No,Mailed check,59.33,54.59,No
C103544,0,Yes,No,29,One year,Fiber optic,Yes,No,No,Electronic check,101.29,2859.21,No
C103545,1,No,Yes,33,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,76.77,2566.45,Yes
C103546,1,Yes,Yes,32,Month-to-month,Fiber optic,No,No,Yes,Mailed check,77.19,2470.55,Yes
C103547,0,No,No,35,Month-to-month,Fiber optic,No,No,Yes,Electronic check,67.16,2169.07,No
C103548,1,Yes,No,8,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,87.35,702.53,Yes
C103549,0,Yes,Yes,42,One year,No,Yes,No,Yes,Electronic check,23.35,894.89,No
C103550,0,No,No,32,Month-to-month,No,No,Yes,Yes,Mailed check,18.0,579.09,No
C103551,0,Yes,No,1,Month-to-month,DSL,No,Yes,No,Mailed check,69.09,63.68,No
C103552,1,Yes,No,6,Month-to-month,No,Yes,No,Yes,Credit card,18.0,99.56,No
C103553,0,No,No,3,Month-to-month,No,No,No,Yes,Electronic check,26.78,74.98,No
C103554,1,Yes,No,72,Two year,Fiber optic,No,No,No,Electronic check,76.89,5355.86,No
C103555,0,No,No,17,Month-to-month,No,Yes,Yes,No,Electronic check,52.12,863.49,Yes
C103556,0,No,No,15,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,31.28,473.33,No
C103557,0,Yes,No,1,Month-to-month,DSL,No,No,No,Bank transfer,59.83,55.13,Yes
C103558,0,No,No,68,Two year,Fiber optic,No,Yes,No,Electronic check,76.46,5003.94,No
C103559,0,No,Yes,2,Month-to-month,DSL,No,Yes,Yes,Credit card,74.12,154.12,No
C103560,1,No,No,50,Two year,DSL,No,Yes,No,Electronic check,53.16,2513.14,No
C103561,1,No,No,46,Two year,Fiber optic,No,No,Yes,Electronic check,87.21,3695.31,No
C103562,0,Yes,No,17,Month-to-month,No,No,Yes,No,Electronic check,46.51,721.86,Yes
C103563,0,No,No,29,Month-to-month,Fiber optic,No,No,No,Credit card,87.37,2517.5,Yes
C103564,0,No,Yes,37,One year,No,No,No,Yes,Mailed check,50.83,1702.86,No
C103565,0,No,Yes,1,Month-to-month,Fiber optic,No,No,No,Mailed check,62.54,58.36,Yes
C103566,0,Yes,No,18,Month-to-month,Fiber optic,No,No,Yes,Electronic check,55.74,979.79,Yes
C103567,0,No,No,37,Month-to-month,DSL,Yes,Yes,No,Mailed check,52.97,1947.14,No
C103568,1,No,Yes,45,One year,DSL,No,No,Yes,Credit card,51.01,2378.41,No
C103569,0,Yes,No,61,Two year,No,No,No,Yes,Credit card,18.0,1133.99,No
C103570,1,Yes,Yes,37,Two year,Fiber optic,Yes,No,Yes,Credit card,88.03,3237.32,No
C103571,0,No,No,35,One year,Fiber optic,No,Yes,Yes,Electronic check,76.65,2506.29,No
C103572,0,No,Yes,24,Month-to-month,No,No,Yes,No,Electronic check,18.0,405.02,No
C103573,0,Yes,No,51,Two year,Fiber optic,No,No,No,Electronic check,95.12,4819.53,No
C103574,0,No,No,59,One year,DSL,No,No,Yes,Electronic check,75.72,4513.63,No
C103575,0,No,No,72,Two year,No,No,No,No,Credit card,18.0,1334.05,No
C103576,0,Yes,Yes,32,One year,Fiber optic,No,Yes,Yes,Electronic check,99.23,3111.68,No
C103577,0,Yes,No,3,One year,DSL,Yes,Yes,Yes,Credit card,31.83,96.17,No
C103578,0,Yes,No,1,One year,No,Yes,No,Yes,Electronic check,25.13,26.07,No
C103579,0,No,No,16,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,87.43,1420.33,Yes
C103580,0,No,Yes,7,Month-to-month,No,No,Yes,Yes,Electronic check,34.8,235.41,Yes
C103581,0,Yes,No,12,Month-to-month,No,Yes,No,Yes,Bank transfer,36.42,428.22,Yes
C103582,0,No,Yes,51,Two year,No,No,Yes,Yes,Credit card,25.01,1199.77,No
C103583,0,Yes,No,53,Two year,DSL,No,No,No,Bank transfer,61.21,3156.49,No
C103584,1,Yes,Yes,40,One year,Fiber optic,No,No,No,Credit card,81.78,3328.67,No
C103585,0,No,No,7,Month-to-month,DSL,No,Yes,No,Mailed check,44.29,311.72,No
C103586,0,No,Yes,28,Month-to-month,No,No,No,No,Credit card,21.17,609.1,No
C103587,0,Yes,Yes,40,Month-to-month,DSL,No,Yes,Yes,Credit card,40.64,1545.07,No
C103588,0,No,No,1,Month-to-month,No,No,No,Yes,Credit card,40.58,36.98,No
C103589,0,No,No,9,Month-to-month,No,No,No,No,Credit card,33.65,292.85,No
C103590,0,No,Yes,20,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,85.35,1776.02,Yes
C103591,1,No,No,18,One year,Fiber optic,No,No,Yes,Credit card,54.95,906.71,No
C103592,0,Yes,No,30,One year,Fiber optic,Yes,No,Yes,Credit card,71.34,2236.14,No
C103593,0,Yes,No,11,Month-to-month,No,Yes,Yes,Yes,Bank transfer,18.0,180.69,No
C103594,0,Yes,No,19,Month-to-month,DSL,No,No,Yes,Electronic check,57.54,1014.33,No
C103595,0,Yes,No,46,Month-to-month,No,Yes,Yes,Yes,Mailed check,18.0,828.15,No
C103596,0,Yes,No,22,Month-to-month,Fiber optic,No,No,Yes,Credit card,76.4,1700.0,Yes
C103597,0,Yes,No,27,One year,Fiber optic,No,No,Yes,Bank transfer,97.54,2685.29,No
C103598,0,No,No,29,Month-to-month,No,No,Yes,No,Mailed check,19.91,575.75,No
C103599,0,Yes,No,72,Two year,DSL,No,Yes,No,Credit card,49.94,3667.46,No
C103600,1,Yes,Yes,34,Month-to-month,DSL,No,No,Yes,Mailed check,57.39,1878.62,Yes
C103601,0,No,No,6,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,92.91,527.18,Yes
C103602,0,No,Yes,23,One year,Fiber optic,No,No,No,Mailed check,85.28,1923.22,No
C103603,0,No,Yes,52,Two year,DSL,No,Yes,No,Bank transfer,43.64,2373.97,No
C103604,0,Yes,No,41,Two year,Fiber optic,No,No,No,Bank transfer,59.62,2444.27,No
C103605,0,No,No,11,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,57.92,642.7,Yes
C103606,0,No,Yes,1,Month-to-month,DSL,No,No,Yes,Mailed check,25.59,23.83,No
C103607,0,No,Yes,18,Month-to-month,DSL,No,No,No,Mailed check,85.69,1579.68,Yes
C103608,1,Yes,No,33,Two year,DSL,Yes,Yes,Yes,Bank transfer,47.74,1529.97,No
C103609,0,No,No,18,One year,Fiber optic,Yes,No,Yes,Mailed check,90.46,1500.74,Yes
C103610,1,No,No,28,One year,Fiber optic,No,Yes,Yes,Electronic check,89.44,2593.26,No
C103611,0,No,No,8,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,96.62,771.4,No
C103612,0,Yes,No,47,Two year,No,No,No,Yes,Credit card,27.06,1208.83,No
C103613,1,No,No,25,Month-to-month,Fiber optic,No,No,No,Bank transfer,86.64,2004.62,Yes
C103614,0,Yes,No,39,One year,DSL,No,No,Yes,Electronic check,23.82,865.76,No
C103615,0,No,No,72,One year,No,No,No,No,Mailed check,61.26,4476.83,No
C103616,0,Yes,No,39,Two year,Fiber optic,Yes,No,Yes,Electronic check,103.3,3739.68,No
C103617,0,No,No,58,Two year,No,No,No,Yes,Mailed check,31.59,1913.91,No
C103618,0,Yes,No,20,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,94.98,1881.5,No
C103619,0,No,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,75.28,75.1,No
C103620,0,No,No,68,Two year,DSL,Yes,No,Yes,Bank transfer,60.91,4066.26,No
C103621,1,Yes,No,48,One year,No,Yes,Yes,No,Bank transfer,46.47,2015.92,No
C103622,0,Yes,No,3,Month-to-month,DSL,No,No,No,Electronic check,71.36,194.95,Yes
C103623,0,Yes,No,19,Month-to-month,No,Yes,No,No,Electronic check,19.48,354.44,No
C103624,0,No,Yes,49,Two year,Fiber optic,No,No,Yes,Bank transfer,77.22,3541.35,No
C103625,0,Yes,No,72,Two year,Fiber optic,Yes,Yes,Yes,Electronic check,86.49,5970.38,No
C103626,0,No,No,23,One year,Fiber optic,No,No,No,Credit card,70.74,1581.21,No
C103627,0,No,No,13,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,74.34,993.57,Yes
C103628,0,Yes,No,19,One year,DSL,Yes,Yes,Yes,Electronic check,62.14,1226.25,No
C103629,0,No,No,52,Two year,No,No,No,Yes,Credit card,18.0,876.99,No
C103630,0,No,No,20,One year,Fiber optic,No,No,No,Credit card,84.53,1589.99,No
C103631,0,No,No,1,One year,DSL,No,No,Yes,Electronic check,55.68,55.53,No
C103632,0,Yes,No,32,Two year,Fiber optic,No,No,Yes,Mailed check,81.0,2423.34,No
C103633,1,No,No,3,One year,DSL,No,No,No,Electronic check,49.49,136.08,No
C103634,0,No,No,24,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,73.67,1670.29,Yes
C103635,0,No,Yes,14,Month-to-month,Fiber optic,Yes,No,No,Credit card,67.94,868.32,Yes
C103636,0,Yes,Yes,29,One year,DSL,Yes,No,Yes,Electronic check,73.13,1941.85,No
C103637,0,No,No,48,Two year,DSL,Yes,Yes,No,Electronic check,42.83,1979.11,No
C103638,0,No,Yes,51,Two year,DSL,No,No,Yes,Mailed check,65.77,3303.78,No
C103639,1,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Electronic check,65.24,67.64,Yes
C103640,0,No,No,17,Month-to-month,Fiber optic,No,No,No,Bank transfer,100.27,1750.61,Yes
C103641,0,Yes,No,52,One year,No,No,No,No,Electronic check,18.79,965.75,No
C103642,1,No,Yes,38,Two year,DSL,Yes,No,No,Bank transfer,67.01,2501.15,No
C103643,0,Yes,No,1,Month-to-month,DSL,No,No,No,Electronic check,36.84,38.31,No
C103644,0,No,No,55,One year,Fiber optic,Yes,No,Yes,Electronic check,57.05,2953.58,No
C103645,1,No,Yes,19,Month-to-month,No,No,Yes,No,Bank transfer,21.73,383.49,Yes
C103646,0,Yes,No,72,Two year,Fiber optic,Yes,No,No,Credit card,71.89,5230.73,No
C103647,0,No,No,25,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,77.83,1815.72,No
C103648,0,No,No,8,Month-to-month,DSL,No,No,Yes,Bank transfer,48.39,357.48,Yes
C103649,0,Yes,No,60,One year,Fiber optic,No,Yes,No,Electronic check,89.03,5418.19,No
C103650,0,Yes,No,38,Month-to-month,No,No,No,No,Bank transfer,31.59,1258.7,No
C103651,0,Yes,No,1,Month-to-month,DSL,Yes,Yes,No,Bank transfer,80.64,79.28,No
C103652,0,No,No,22,Month-to-month,Fiber optic,No,Yes,No,Electronic check,71.71,1591.71,Yes
C103653,0,No,No,22,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,71.72,1564.32,No
C103654,0,No,No,19,Month-to-month,No,No,No,No,Electronic check,18.49,343.46,No
C103655,1,No,Yes,29,Month-to-month,Fiber optic,No,Yes,No,Mailed check,96.62,2941.46,No
C103656,0,No,Yes,32,One year,Fiber optic,No,No,No,Electronic check,90.83,2782.76,Yes
C103657,0,Yes,No,7,Month-to-month,DSL,Yes,No,Yes,Credit card,57.73,399.44,Yes
C103658,1,Yes,Yes,44,One year,DSL,No,Yes,Yes,Mailed check,52.08,2405.24,No
C103659,0,No,No,54,Two year,Fiber optic,No,No,Yes,Credit card,72.99,3782.37,Yes
C103660,0,Yes,Yes,4,One year,DSL,No,No,No,Mailed check,47.3,191.67,No
C103661,0,Yes,No,19,Month-to-month,No,Yes,Yes,No,Bank transfer,39.64,763.24,No
C103662,0,No,Yes,25,Two year,DSL,No,No,Yes,Mailed check,56.99,1303.36,No
C103663,0,No,Yes,27,Month-to-month,Fiber optic,No,Yes,No,Electronic check,66.94,1798.3,No
C103664,0,Yes,No,1,Month-to-month,Fiber optic,No,No,No,Electronic check,76.03,68.91,Yes
C103665,0,No,No,11,Month-to-month,Fiber optic,No,No,No,Bank transfer,93.24,945.2,Yes
C103666,0,No,No,20,One year,Fiber optic,No,Yes,Yes,Credit card,87.15,1752.99,No
C103667,0,No,No,1,Month-to-month,DSL,Yes,Yes,No,Electronic check,75.83,71.28,No
C103668,0,No,No,51,Month-to-month,DSL,No,Yes,No,Mailed check,64.43,3011.67,No
C103669,0,Yes,No,36,One year,DSL,Yes,Yes,Yes,Bank transfer,55.02,1919.22,No
C103670,0,No,Yes,20,Month-to-month,DSL,Yes,No,Yes,Electronic check,58.79,1156.73,Yes
C103671,0,Yes,No,34,Month-to-month,No,No,Yes,No,Mailed check,18.0,629.16,No
C103672,0,No,Yes,27,Month-to-month,No,No,No,Yes,Electronic check,36.87,1031.69,No
C103673,0,Yes,Yes,1,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,87.2,89.86,Yes
C103674,0,Yes,No,1,Month-to-month,DSL,No,No,No,Electronic check,43.46,42.15,Yes
C103675,0,No,No,9,One year,No,No,Yes,Yes,Credit card,25.76,235.19,No
C103676,0,Yes,No,1,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,92.78,92.83,Yes
C103677,0,Yes,No,8,Month-to-month,No,Yes,Yes,No,Mailed check,41.44,315.62,No
C103678,0,No,No,53,One year,Fiber optic,Yes,No,Yes,Credit card,65.34,3592.92,Yes
C103679,0,Yes,No,54,Two year,DSL,Yes,Yes,No,Electronic check,48.95,2685.33,No
C103680,0,No,No,45,One year,DSL,No,Yes,Yes,Electronic check,46.2,1908.81,No
C103681,0,No,No,1,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,81.94,79.15,Yes
C103682,0,No,No,52,Two year,DSL,Yes,No,No,Credit card,66.53,3522.72,No
C103683,0,No,No,41,Month-to-month,DSL,Yes,Yes,No,Credit card,52.11,1937.11,Yes
C103684,0,No,No,42,Two year,No,No,No,Yes,Electronic check,21.68,851.18,No
C103685,1,No,No,18,Month-to-month,Fiber optic,No,No,No,Electronic check,92.72,1695.9,Yes
C103686,0,No,No,25,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,80.42,1998.26,No
C103687,0,Yes,No,37,Two year,DSL,No,Yes,Yes,Mailed check,41.21,1580.84,No
C103688,0,No,Yes,36,One year,No,Yes,No,No,Electronic check,22.69,797.79,No
C103689,0,No,No,72,Two year,Fiber optic,No,No,Yes,Bank transfer,68.51,5161.17,No
C103690,1,No,No,47,Two year,DSL,Yes,No,Yes,Mailed check,64.71,2805.26,No
C103691,0,No,Yes,34,Month-to-month,DSL,No,No,Yes,Bank transfer,55.38,1745.24,No
C103692,1,Yes,Yes,10,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,83.0,754.43,Yes
C103693,0,No,Yes,38,One year,DSL,No,No,Yes,Credit card,55.62,2173.97,No
C103694,0,Yes,No,24,Month-to-month,DSL,No,Yes,Yes,Electronic check,78.43,1766.25,No
C103695,0,Yes,No,10,Month-to-month,DSL,Yes,No,Yes,Electronic check,49.77,499.38,Yes
C103696,0,No,No,49,Two year,DSL,Yes,No,No,Bank transfer,49.33,2221.56,No
C103697,0,Yes,Yes,20,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,67.6,1287.61,Yes
C103698,0,Yes,No,15,Month-to-month,Fiber optic,No,No,Yes,Electronic check,107.99,1695.92,Yes
C103699,0,No,No,21,Month-to-month,Fiber optic,No,No,Yes,Credit card,85.49,1865.09,No
C103700,1,No,No,12,Month-to-month,DSL,No,No,Yes,Mailed check,46.02,573.56,No
C103701,0,Yes,No,30,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,76.12,2329.41,No
C103702,0,No,No,5,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,67.68,342.78,Yes
C103703,0,No,No,38,Two year,DSL,Yes,Yes,Yes,Electronic check,61.26,2114.41,No
C103704,0,Yes,No,30,Month-to-month,DSL,Yes,No,No,Bank transfer,68.15,2053.4,No
C103705,0,Yes,Yes,54,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,79.49,4204.49,No
C103706,1,Yes,No,13,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,78.1,951.38,Yes
C103707,0,Yes,No,20,Month-to-month,Fiber optic,No,No,No,Credit card,72.27,1388.46,Yes
C103708,0,Yes,Yes,62,Two year,Fiber optic,Yes,No,Yes,Electronic check,81.74,5308.08,No
C103709,0,Yes,No,25,Month-to-month,DSL,No,No,Yes,Mailed check,55.95,1323.67,No
C103710,1,Yes,Yes,36,Two year,Fiber optic,No,No,No,Mailed check,76.52,2736.72,No
C103711,0,Yes,No,17,Month-to-month,DSL,No,No,Yes,Mailed check,46.74,798.22,No
C103712,1,No,No,39,One year,No,Yes,No,No,Credit card,23.68,926.04,No
C103713,0,Yes,No,17,One year,No,No,No,No,Electronic check,40.27,696.61,Yes
C103714,0,No,No,42,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,76.16,3305.38,No
C103715,0,No,No,26,Month-to-month,No,No,No,No,Credit card,26.72,703.64,Yes
C103716,0,Yes,No,38,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,84.46,3086.54,No
C103717,0,Yes,Yes,27,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,73.69,1802.7,No
C103718,0,Yes,No,25,Month-to-month,Fiber optic,No,No,No,Electronic check,77.75,1860.63,Yes
C103719,0,Yes,Yes,11,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,91.98,1013.76,Yes
C103720,0,No,No,1,Month-to-month,No,Yes,Yes,Yes,Electronic check,25.41,24.86,No
C103721,0,No,No,15,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,68.24,1055.66,No
C103722,0,No,No,1,Month-to-month,DSL,No,No,Yes,Electronic check,43.8,45.35,Yes
C103723,0,No,No,34,Month-to-month,DSL,No,Yes,No,Electronic check,43.67,1422.15,No
C103724,1,Yes,Yes,22,Month-to-month,No,No,No,No,Electronic check,37.66,749.57,Yes
C103725,0,No,No,26,One year,Fiber optic,No,No,Yes,Electronic check,68.65,1765.98,Yes
C103726,0,Yes,No,8,Month-to-month,Fiber optic,No,No,No,Mailed check,90.1,678.69,No
C103727,1,No,Yes,47,Two year,Fiber optic,Yes,Yes,No,Credit card,75.85,3560.82,No
C103728,0,Yes,No,16,Month-to-month,No,Yes,Yes,Yes,Credit card,27.75,443.45,No
C103729,0,Yes,No,30,Two year,DSL,Yes,No,Yes,Electronic check,55.88,1683.74,No
C103730,0,No,No,1,Month-to-month,DSL,No,Yes,No,Credit card,54.55,55.5,No
C103731,1,Yes,No,35,Month-to-month,DSL,Yes,No,Yes,Credit card,65.35,2253.71,No
C103732,1,Yes,No,3,Month-to-month,No,Yes,No,Yes,Electronic check,18.0,48.69,Yes
C103733,0,Yes,Yes,50,Two year,Fiber optic,No,No,Yes,Electronic check,82.52,4017.96,No
C103734,0,No,No,34,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,79.48,2796.69,No
C103735,0,Yes,No,41,Two year,Fiber optic,No,Yes,Yes,Bank transfer,75.89,3120.56,No
C103736,1,No,Yes,53,One year,DSL,Yes,No,Yes,Credit card,87.2,4342.8,Yes
C103737,0,No,Yes,21,Month-to-month,DSL,No,No,No,Mailed check,44.58,979.23,No
C103738,0,No,No,23,Month-to-month,DSL,No,No,Yes,Mailed check,64.24,1464.43,No
C103739,0,Yes,Yes,1,Month-to-month,DSL,Yes,No,Yes,Mailed check,61.49,57.84,Yes
C103740,0,No,Yes,1,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,84.3,85.68,Yes
C103741,1,No,Yes,28,One year,Fiber optic,Yes,Yes,Yes,Electronic check,80.71,2181.36,No
C103742,0,Yes,No,30,Month-to-month,No,No,No,Yes,Bank transfer,18.0,558.66,No
C103743,0,Yes,No,43,Two year,No,Yes,Yes,No,Bank transfer,38.99,1604.79,No
C103744,0,No,No,9,Month-to-month,Fiber optic,No,Yes,No,Mailed check,100.19,893.67,Yes
C103745,0,Yes,No,23,Month-to-month,DSL,No,Yes,Yes,Bank transfer,28.71,611.15,Yes
C103746,1,Yes,Yes,71,One year,DSL,No,No,Yes,Bank transfer,57.03,4191.18,No
C103747,1,Yes,No,26,Month-to-month,DSL,No,No,Yes,Electronic check,44.14,1102.53,No
C103748,0,Yes,Yes,42,One year,Fiber optic,No,No,Yes,Mailed check,89.03,3754.0,No
C103749,0,Yes,No,15,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,82.92,1195.78,Yes
C103750,0,Yes,No,1,Month-to-month,No,No,No,Yes,Bank transfer,18.0,18.37,No
C103751,0,Yes,No,25,Month-to-month,DSL,No,No,Yes,Electronic check,59.19,1521.04,No
C103752,0,Yes,No,1,Month-to-month,No,No,No,No,Electronic check,45.76,42.12,Yes
C103753,0,No,No,14,Two year,Fiber optic,No,No,No,Bank transfer,84.17,1082.24,No
C103754,0,No,Yes,31,One year,Fiber optic,No,No,Yes,Bank transfer,108.68,3404.99,No
C103755,0,Yes,No,31,Month-to-month,Fiber optic,No,No,Yes,Electronic check,82.28,2463.12,Yes
C103756,0,No,No,26,One year,No,No,No,Yes,Mailed check,18.0,447.95,No
C103757,0,No,No,56,Two year,DSL,No,Yes,Yes,Bank transfer,63.02,3277.92,No
C103758,0,Yes,No,24,Month-to-month,DSL,No,No,No,Mailed check,23.57,592.65,No
C103759,0,Yes,No,69,Two year,DSL,Yes,No,No,Bank transfer,66.13,4671.59,No
C103760,0,No,Yes,20,Month-to-month,Fiber optic,No,No,No,Electronic check,69.24,1386.45,Yes
C103761,0,Yes,Yes,31,One year,Fiber optic,No,No,No,Mailed check,95.21,3083.25,No
C103762,0,Yes,No,26,Month-to-month,Fiber optic,No,No,No,Electronic check,96.36,2454.46,Yes
C103763,0,Yes,No,12,Month-to-month,No,No,Yes,No,Credit card,37.68,460.48,No
C103764,1,No,Yes,27,Month-to-month,Fiber optic,No,No,No,Electronic check,79.03,1997.63,No
C103765,0,No,No,40,One year,Fiber optic,No,Yes,Yes,Bank transfer,76.38,2815.87,Yes
C103766,0,Yes,No,26,Month-to-month,Fiber optic,No,No,No,Mailed check,80.71,2170.9,No
C103767,0,No,No,25,One year,DSL,Yes,Yes,No,Electronic check,59.27,1487.02,No
C103768,0,No,No,61,Two year,Fiber optic,No,Yes,No,Bank transfer,90.16,5625.49,No
C103769,0,Yes,No,25,Month-to-month,DSL,No,Yes,Yes,Electronic check,61.55,1409.1,No
C103770,0,No,Yes,12,Month-to-month,DSL,No,Yes,Yes,Electronic check,74.63,852.6,No
C103771,1,Yes,No,18,One year,DSL,No,Yes,Yes,Credit card,50.16,831.79,No
C103772,1,Yes,No,1,Month-to-month,DSL,Yes,Yes,Yes,Credit card,43.37,43.67,No
C103773,0,No,No,1,Month-to-month,Fiber optic,No,No,Yes,Mailed check,80.05,73.54,Yes
C103774,0,Yes,No,23,Month-to-month,DSL,No,No,Yes,Mailed check,40.09,929.12,Yes
C103775,1,Yes,Yes,35,One year,DSL,No,No,Yes,Bank transfer,58.61,1855.5,No
C103776,0,Yes,No,54,Two year,Fiber optic,Yes,Yes,Yes,Bank transfer,88.09,4354.66,No
C103777,1,Yes,Yes,63,Two year,No,No,No,Yes,Bank transfer,43.01,2679.33,No
C103778,1,No,No,48,Two year,DSL,No,No,Yes,Electronic check,31.8,1543.76,No
C103779,0,No,No,1,Month-to-month,DSL,No,Yes,Yes,Bank transfer,65.43,67.25,No
C103780,0,Yes,No,63,Two year,DSL,Yes,No,No,Electronic check,68.33,4144.77,No
C103781,0,Yes,Yes,1,One year,DSL,Yes,Yes,No,Credit card,64.99,63.54,No
C103782,0,Yes,No,1,Month-to-month,DSL,Yes,Yes,Yes,Credit card,49.22,47.79,No
C103783,0,Yes,Yes,67,Two year,No,No,Yes,Yes,Electronic check,22.81,1449.28,No
C103784,0,No,Yes,1,Month-to-month,No,Yes,Yes,Yes,Bank transfer,18.0,16.33,Yes
C103785,0,No,No,19,One year,Fiber optic,Yes,No,No,Bank transfer,77.15,1394.08,No
C103786,0,No,No,29,One year,No,Yes,No,No,Electronic check,42.21,1213.29,No
C103787,0,No,No,39,Two year,DSL,No,Yes,No,Credit card,51.37,1900.63,No
C103788,0,No,Yes,35,One year,Fiber optic,No,Yes,Yes,Mailed check,71.48,2390.93,No
C103789,0,No,No,48,Two year,No,No,No,No,Mailed check,30.21,1314.3,No
C103790,0,Yes,Yes,1,Month-to-month,DSL,No,No,No,Mailed check,61.47,58.46,Yes
C103791,0,No,Yes,31,Month-to-month,No,No,Yes,Yes,Mailed check,18.0,529.82,No
C103792,0,No,No,20,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,90.75,1806.38,Yes
C103793,1,Yes,Yes,35,One year,Fiber optic,No,Yes,Yes,Credit card,92.8,3373.03,No
C103794,0,Yes,No,1,Month-to-month,No,No,No,Yes,Credit card,27.15,25.57,No
C103795,0,Yes,No,36,Month-to-month,No,Yes,No,Yes,Bank transfer,18.0,666.61,No
C103796,0,No,Yes,11,Month-to-month,DSL,No,No,No,Credit card,59.26,636.05,Yes
C103797,0,Yes,No,62,One year,Fiber optic,No,No,No,Credit card,80.75,4913.39,No
C103798,0,No,No,51,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,88.35,4413.64,Yes
C103799,0,No,Yes,58,One year,Fiber optic,Yes,No,Yes,Electronic check,82.46,4685.25,No
C103800,1,No,No,47,Month-to-month,No,Yes,No,No,Credit card,18.0,868.73,No
C103801,1,No,No,43,Two year,DSL,Yes,No,Yes,Bank transfer,62.38,2498.29,No
C103802,0,Yes,No,1,One year,No,No,Yes,Yes,Mailed check,42.83,42.36,Yes
C103803,0,No,No,13,Month-to-month,Fiber optic,No,No,Yes,Mailed check,73.24,877.13,Yes
