customer_id,signup_date,country,acquisition_channel
1610,2023-06-06,UK,Referral
1611,2023-08-28,Poland,Email
1612,2023-12-07,Germany,Paid Search
1613,2024-04-10,Austria,Paid Search
1614,2023-08-15,Germany,Organic
1615,2024-04-26,Germany,Referral
1616,2024-06-13,Germany,Organic
1617,2023-12-03,Germany,Referral
1618,2023-10-16,France,Email
1619,2024-01-09,Italy,Social
1620,2023-04-24,Italy,Email
1621,2023-05-10,Spain,Paid Search
1622,2023-08-20,Germany,Organic
1623,2023-07-18,Italy,Paid Search
1624,2024-01-04,France,Organic
1625,2023-09-18,Spain,Social
1626,2024-07-31,Spain,Paid Search
1627,2023-04-17,Germany,Email
1628,2023-11-01,UK,Email
1629,2023-08-10,Poland,Organic
1630,2024-04-10,Germany,Organic
1631,2024-08-04,Spain,Paid Search
1632,2023-05-24,Austria,Organic
1633,2023-03-02,France,Social
1634,2023-08-14,France,Social
1635,2023-11-07,France,Social
1636,2023-05-26,Italy,Paid Search
1637,2023-08-09,France,Email
1638,2023-08-12,UK,Social
1639,2024-04-09,Germany,Referral
1640,2023-04-08,Austria,Email
1641,2023-06-20,Poland,Social
1642,2023-09-24,UK,Organic
1643,2023-11-15,Austria,Email
1644,2024-04-07,Netherlands,Paid Search
1645,2023-09-11,Austria,Paid Search
1646,2023-08-09,Germany,Paid Search
1647,2023-04-08,Germany,Paid Search
1648,2023-10-17,Poland,Organic
1649,2023-07-24,France,Organic
1650,2023-05-24,France,Email
1651,2023-07-13,Spain,Social
1652,2023-06-01,Netherlands,Referral
1653,2023-05-28,France,Email
1654,2023-06-30,France,Paid Search
1655,2023-08-01,France,Email
1656,2023-06-24,Germany,Social
1657,2024-02-24,Germany,Organic
1658,2023-10-13,UK,Referral
1659,2023-04-15,Spain,Referral
1660,2023-05-19,France,Organic
1661,2023-05-26,France,Email
1662,2024-12-01,Netherlands,Organic
1663,2023-08-12,Germany,Referral
1664,2023-10-12,France,Social
1665,2023-02-21,Germany,Organic
1666,2023-07-31,Netherlands,Email
1667,2024-06-09,Germany,Paid Search
1668,2023-06-25,France,Organic
1669,2024-04-26,UK,Email
1670,2023-06-06,Italy,Email
1671,2023-10-04,Spain,Paid Search
1672,2023-11-24,Austria,Social
1673,2023-07-06,Netherlands,Organic
1674,2023-09-23,France,Paid Search
1675,2024-03-03,Germany,Social
1676,2024-04-25,Germany,Organic
1677,2024-06-03,Germany,Paid Search
1678,2023-08-23,Germany,Referral
1679,2024-02-02,France,Email
1680,2023-07-04,Spain,Social
1681,2024-06-25,Netherlands,Social
1682,2023-06-11,Germany,Email
1683,2024-01-20,UK,Email
1684,2023-08-02,Germany,Organic
1685,2023-06-29,UK,Paid Search
1686,2023-04-18,UK,Organic
1687,2024-03-01,Germany,Organic
1688,2023-04-21,Germany,Organic
1689,2024-03-05,Austria,Social
1690,2024-03-07,UK,Email
1691,2023-11-14,UK,Referral
1692,2024-07-04,Germany,Paid Search
1693,2024-04-11,Germany,Paid Search
1694,2023-03-08,France,Organic
1695,2023-11-17,Austria,Organic
1696,2024-03-13,Germany,Organic
1697,2023-08-17,Germany,Referral
1698,2023-09-17,Austria,Organic
1699,2023-12-08,UK,Email
1700,2023-09-20,Germany,Paid Search
1701,2023-07-16,Netherlands,Paid Search
1702,2023-04-19,UK,Email
1703,2024-07-26,Austria,Referral
1704,2023-09-08,Germany,Organic
1705,2023-12-20,Italy,Referral
1706,2023-07-22,Germany,Organic
1707,2024-02-13,Italy,Email
1708,2023-09-25,Italy,Organic
1709,2024-04-07,Italy,Paid Search
1710,2023-11-22,Italy,Social
1711,2023-02-25,Spain,Email
1712,2023-06-06,Germany,Email
1713,2023-11-03,Germany,Organic
1714,2023-09-15,France,Email
1715,2024-03-13,UK,Paid Search
1716,2024-03-09,Germany,Organic
1717,2023-11-19,Spain,Organic
1718,2023-08-03,Spain,Organic
1719,2023-04-01,Austria,Organic
1720,2023-06-06,France,Social
1721,2023-07-20,Spain,Organic
1722,2023-09-06,Spain,Social
1723,2023-09-27,Austria,Organic
1724,2023-05-22,Spain,Social
1725,2023-10-19,Germany,Organic
1726,2023-04-01,Germany,Paid Search
1727,2023-05-14,Austria,Social
1728,2023-09-14,Spain,Referral
1729,2023-06-12,Italy,Referral
1730,2023-04-07,Italy,Paid Search
1731,2024-06-11,Spain,Referral
1732,2023-12-20,Spain,Social
1733,2023-07-13,Poland,Referral
1734,2024-01-02,Poland,Organic
1735,2024-01-18,France,Organic
1736,2023-10-17,Germany,Organic
1737,2024-05-30,Germany,Email
1738,2023-05-22,France,Organic
1739,2023-08-28,Italy,Organic
1740,2024-03-31,Italy,Social
1741,2023-07-05,France,Referral
1742,2024-05-27,Germany,Social
1743,2023-09-02,UK,Social
1744,2023-09-01,Italy,Organic
1745,2023-07-03,Netherlands,Referral
1746,2023-08-20,Germany,Organic
1747,2023-05-23,France,Organic
1748,2024-01-12,UK,Paid Search
1749,2024-02-27,UK,Organic
1750,2023-08-01,Italy,Social
1751,2024-06-23,Poland,Social
1752,2024-01-04,Germany,Organic
1753,2023-02-14,Germany,Organic
1754,2023-09-13,France,Organic
1755,2024-05-29,Germany,Organic
1756,2023-07-09,France,Referral
1757,2023-03-07,Germany,Social
1758,2024-05-03,Germany,Organic
1759,2023-10-01,Italy,Organic
1760,2023-10-28,Germany,Email
1761,2023-03-30,Italy,Email
1762,2024-01-01,Germany,Referral
1763,2023-07-26,Germany,Organic
1764,2023-08-30,Germany,Paid Search
1765,2024-08-13,Germany,Organic
1766,2023-07-25,France,Email
1767,2023-11-16,Italy,Paid Search
1768,2023-12-09,Poland,Social
1769,2024-05-12,Germany,Organic
1770,2023-05-03,Germany,Email
1771,2023-08-26,Germany,Organic
1772,2023-03-08,Spain,Email
1773,2023-08-18,Germany,Organic
1774,2023-09-13,Germany,Email
1775,2023-11-15,Poland,Organic
1776,2023-10-03,Poland,Social
1777,2023-09-24,Netherlands,Email
1778,2024-03-20,Germany,Paid Search
1779,2023-07-15,France,Organic
1780,2023-03-24,Germany,Paid Search
1781,2023-06-21,Netherlands,Organic
1782,2023-10-22,Spain,Social
1783,2023-06-24,Germany,Organic
1784,2023-10-03,Poland,Organic
1785,2023-08-07,France,Organic
1786,2024-04-16,Italy,Organic
1787,2023-10-03,Germany,Organic
1788,2023-12-27,France,Social
1789,2024-05-06,Germany,Organic
1790,2023-05-01,Spain,Referral
1791,2023-09-16,Germany,Email
1792,2023-10-26,Germany,Paid Search
1793,2023-10-13,Spain,Email
1794,2023-11-23,Spain,Social
1795,2023-03-27,Netherlands,Social
1796,2023-07-03,Netherlands,Paid Search
1797,2024-01-02,Netherlands,Social
1798,2023-05-02,Netherlands,Organic
1799,2024-03-03,France,Paid Search
1800,2024-02-18,Germany,Organic
1801,2023-08-07,France,Paid Search
1802,2023-10-19,Germany,Social
1803,2023-08-31,France,Organic
1804,2023-10-17,France,Organic
1805,2023-04-24,Germany,Email
1806,2023-11-15,Spain,Organic
1807,2024-04-23,Spain,Organic
1808,2023-10-24,UK,Paid Search
1809,2023-09-19,Poland,Referral
1810,2023-10-28,Germany,Social
1811,2023-10-26,Germany,Social
1812,2024-04-16,Germany,Email
1813,2023-09-30,UK,Social
1814,2023-10-01,Germany,Email
1815,2024-02-15,Italy,Social
1816,2023-06-05,Germany,Email
1817,2023-08-05,UK,Social
1818,2023-07-31,UK,Organic
1819,2024-05-22,Germany,Organic
1820,2023-10-30,Spain,Organic
1821,2023-08-29,Netherlands,Paid Search
1822,2023-07-30,Spain,Referral
1823,2023-07-28,UK,Email
1824,2023-05-08,France,Email
1825,2023-11-02,France,Social
1826,2023-10-15,Spain,Referral
1827,2023-03-31,France,Social
1828,2024-05-09,France,Organic
1829,2023-07-27,Germany,Paid Search
1830,2024-01-08,Netherlands,Paid Search
1831,2023-09-03,Germany,Organic
1832,2023-12-27,Austria,Organic
1833,2023-03-14,Germany,Organic
1834,2024-01-08,France,Organic
1835,2024-02-21,Germany,Organic
1836,2023-06-25,Germany,Referral
1837,2023-05-16,Germany,Paid Search
1838,2023-09-03,Spain,Email
1839,2023-10-28,Germany,Organic
1840,2023-08-21,Germany,Referral
1841,2023-03-09,Germany,Email
1842,2023-08-03,Germany,Referral
1843,2023-08-28,Austria,Paid Search
1844,2023-10-08,France,Social
1845,2023-11-26,Spain,Paid Search
1846,2024-01-28,France,Paid Search
1847,2024-07-09,France,Email
1848,2023-11-05,Italy,Organic
1849,2024-02-29,Germany,Organic
1850,2023-06-16,Italy,Email
1851,2023-05-07,UK,Organic
1852,2024-05-07,France,Social
1853,2023-06-03,Poland,Organic
1854,2023-12-31,Germany,Paid Search
1855,2023-02-03,Austria,Organic
1856,2024-04-15,Poland,Paid Search
1857,2023-03-22,Germany,Email
1858,2024-03-06,France,Email
1859,2023-11-01,Italy,Organic
1860,2024-01-29,Germany,Paid Search
1861,2023-10-18,Spain,Email
1862,2024-01-04,Germany,Organic
1863,2023-08-01,Germany,Organic
1864,2024-01-17,UK,Paid Search
1865,2024-06-25,Spain,Email
1866,2024-01-23,Spain,Paid Search
1867,2023-07-07,UK,Organic
1868,2024-02-26,Germany,Referral
1869,2023-06-08,France,Referral
1870,2023-05-22,Germany,Social
1871,2023-09-27,Germany,Social
1872,2023-09-23,Germany,Referral
1873,2023-11-10,UK,Social
1874,2023-11-13,Germany,Email
1875,2024-03-29,Germany,Paid Search
1876,2023-10-08,Netherlands,Organic
1877,2024-02-17,Germany,Email
1878,2024-06-26,Austria,Social
1879,2024-02-20,France,Organic
1880,2023-12-12,Germany,Social
1881,2023-10-19,Poland,Email
1882,2024-05-03,UK,Organic
1883,2023-09-30,Italy,Email
1884,2023-12-15,France,Organic
1885,2024-02-24,France,Social
1886,2023-08-21,Netherlands,Referral
1887,2023-03-25,France,Email
1888,2023-10-14,UK,Email
1889,2023-12-28,Germany,Social
1890,2023-10-07,Germany,Paid Search
1891,2024-08-24,Germany,Social
1892,2023-11-28,Spain,Paid Search
1893,2024-01-25,France,Social
1894,2024-01-21,Austria,Paid Search
1895,2023-03-31,Germany,Paid Search
1896,2023-04-04,France,Paid Search
1897,2024-05-30,Germany,Paid Search
1898,2023-11-21,Netherlands,Paid Search
1899,2023-10-10,Italy,Organic
1900,2023-09-12,UK,Paid Search
1901,2023-08-03,France,Organic
1902,2024-05-18,Spain,Referral
1903,2024-05-03,Germany,Organic
1904,2023-08-08,UK,Email
1905,2023-12-06,Spain,Organic
1906,2024-04-30,Germany,Email
1907,2023-10-23,Netherlands,Social
1908,2023-05-31,Spain,Referral
1909,2023-12-02,Germany,Email
1910,2023-07-24,Germany,Social
1911,2024-05-09,France,Organic
1912,2024-05-06,Spain,Paid Search
1913,2024-02-02,UK,Paid Search
1914,2023-12-19,France,Email
1915,2023-10-03,Germany,Email
1916,2024-08-03,Germany,Paid Search
1917,2023-03-11,Germany,Social
1918,2023-08-07,Germany,Paid Search
1919,2023-10-07,Germany,Social
1920,2023-12-23,Germany,Social
1921,2023-10-10,UK,Paid Search
1922,2024-01-02,UK,Email
1923,2023-04-10,Germany,Organic
1924,2023-11-14,UK,Email
1925,2024-02-04,Germany,Social
1926,2023-11-22,France,Organic
1927,2023-05-28,Austria,Paid Search
1928,2023-09-05,UK,Organic
1929,2023-06-24,Germany,Social
1930,2023-11-04,France,Email
1931,2023-07-14,Netherlands,Organic
1932,2023-04-27,Germany,Organic
1933,2023-11-07,Austria,Paid Search
1934,2024-07-15,France,Organic
1935,2023-05-03,Germany,Organic
1936,2024-04-07,UK,Social
1937,2023-12-01,Netherlands,Paid Search
1938,2024-06-21,France,Email
1939,2023-04-28,Poland,Paid Search
1940,2023-10-08,Poland,Social
1941,2024-04-01,Germany,Paid Search
1942,2024-03-10,Germany,Organic
1943,2024-01-07,Germany,Paid Search
1944,2023-09-04,UK,Social
1945,2024-07-13,UK,Referral
1946,2023-12-13,Germany,Organic
1947,2024-03-20,Austria,Paid Search
1948,2024-05-10,Germany,Social
1949,2023-12-13,Italy,Organic
1950,2024-04-10,Italy,Email
1951,2023-10-30,Germany,Organic
1952,2024-04-02,Germany,Email
1953,2023-03-11,Germany,Social
1954,2024-08-02,Poland,Organic
1955,2023-04-26,France,Social
1956,2023-09-30,Italy,Organic
1957,2024-09-03,France,Social
1958,2023-06-30,France,Email
1959,2024-06-10,Poland,Social
1960,2023-08-25,France,Organic
1961,2023-06-30,Spain,Paid Search
1962,2023-11-15,France,Paid Search
1963,2023-11-13,Germany,Social
1964,2023-10-18,Germany,Social
1965,2023-07-29,Germany,Paid Search
1966,2024-02-21,Spain,Email
1967,2023-10-06,France,Email
1968,2023-07-23,France,Social
1969,2024-03-23,Germany,Organic
1970,2024-06-28,Netherlands,Paid Search
1971,2024-04-14,Italy,Paid Search
1972,2023-07-25,Netherlands,Email
1973,2024-02-24,Austria,Email
1974,2023-07-18,Germany,Email
1975,2023-03-24,Germany,Organic
1976,2023-04-30,UK,Social
1977,2023-06-05,Germany,Email
1978,2023-11-19,Netherlands,Organic
1979,2024-05-07,Italy,Organic
1980,2023-06-27,Germany,Organic
1981,2024-03-13,Poland,Social
1982,2023-03-05,Germany,Paid Search
1983,2024-03-31,Netherlands,Organic
1984,2023-08-10,France,Paid Search
1985,2023-08-05,Netherlands,Email
1986,2023-10-01,Germany,Email
1987,2023-11-30,Poland,Email
1988,2023-11-18,Poland,Email
1989,2023-06-05,UK,Social
1990,2023-11-09,UK,Email
1991,2023-06-18,Netherlands,Paid Search
1992,2023-03-28,UK,Email
1993,2023-10-28,UK,Email
1994,2023-10-26,UK,Social
1995,2023-04-05,Italy,Paid Search
1996,2023-07-29,Netherlands,Organic
1997,2023-03-11,Germany,Paid Search
1998,2024-05-22,Poland,Organic
1999,2023-05-05,Germany,Organic
2000,2023-09-26,Germany,Paid Search
2001,2023-09-25,Austria,Organic
2002,2024-06-02,Germany,Email
2003,2023-02-17,Germany,Social
2004,2024-07-24,UK,Email
2005,2024-03-24,Italy,Paid Search
2006,2023-11-11,Germany,Organic
2007,2023-12-06,UK,Organic
2008,2023-10-26,Germany,Email
2009,2023-04-30,France,Organic
2010,2023-11-15,France,Social
2011,2024-01-08,Germany,Organic
2012,2024-02-18,Poland,Paid Search
2013,2024-07-07,Netherlands,Organic
2014,2023-05-10,Italy,Paid Search
2015,2024-02-11,Poland,Organic
2016,2024-01-05,Poland,Email
2017,2023-04-10,Spain,Organic
2018,2023-06-03,Germany,Organic
2019,2023-02-11,Italy,Organic
2020,2023-05-02,UK,Referral
2021,2023-07-31,Germany,Social
2022,2023-04-04,France,Social
2023,2024-05-03,Germany,Paid Search
2024,2023-02-16,France,Email
2025,2023-07-27,Spain,Organic
2026,2023-04-23,UK,Email
2027,2023-08-16,Germany,Email
2028,2023-11-09,Germany,Organic
2029,2023-10-18,Italy,Organic
2030,2024-01-18,France,Paid Search
2031,2024-06-14,France,Organic
2032,2023-02-22,Spain,Organic
2033,2023-12-05,Italy,Paid Search
2034,2024-06-01,UK,Organic
2035,2023-06-04,Netherlands,Social
2036,2023-07-13,Germany,Paid Search
2037,2023-07-26,Poland,Social
2038,2023-09-26,UK,Paid Search
2039,2023-05-15,Spain,Paid Search
2040,2023-10-30,Germany,Paid Search
2041,2023-09-04,Netherlands,Email
2042,2024-03-06,France,Paid Search
2043,2023-10-05,France,Social
2044,2024-07-10,Netherlands,Email
2045,2023-06-08,Italy,Social
2046,2024-05-29,France,Organic
2047,2023-04-02,Poland,Organic
2048,2023-07-11,Germany,Social
2049,2023-11-30,UK,Social
2050,2023-06-05,Germany,Email
2051,2023-11-28,Germany,Social
2052,2023-07-07,Poland,Organic
2053,2023-04-15,Germany,Email
2054,2023-10-05,Poland,Social
2055,2023-03-27,Germany,Referral
2056,2023-08-31,Netherlands,Email
2057,2023-07-21,Germany,Paid Search
2058,2024-05-21,Netherlands,Social
2059,2023-09-28,Poland,Social
2060,2024-04-22,UK,Paid Search
2061,2023-05-18,France,Paid Search
2062,2024-06-14,Italy,Organic
2063,2023-11-25,Spain,Organic
2064,2023-06-20,Germany,Social
2065,2023-07-24,Netherlands,Paid Search
2066,2023-10-28,Netherlands,Email
2067,2024-01-03,Spain,Paid Search
2068,2023-05-13,Germany,Email
2069,2024-06-09,France,Social
2070,2023-05-13,Austria,Email
2071,2023-03-14,UK,Paid Search
2072,2023-06-11,UK,Referral
2073,2024-08-14,Austria,Paid Search
2074,2023-08-16,Germany,Email
2075,2023-08-18,France,Paid Search
2076,2024-01-08,Spain,Organic
2077,2023-10-07,Spain,Social
2078,2024-04-05,Austria,Paid Search
2079,2023-05-15,Netherlands,Organic
2080,2024-05-15,Germany,Paid Search
2081,2024-01-29,France,Organic
2082,2023-01-10,Germany,Referral
2083,2023-11-23,Poland,Social
2084,2023-08-01,Germany,Organic
2085,2023-11-18,UK,Email
2086,2023-05-03,France,Social
2087,2024-03-25,Germany,Social
2088,2024-05-18,Germany,Social
2089,2023-05-31,Netherlands,Organic
2090,2023-11-30,Germany,Organic
2091,2023-11-08,Austria,Email
2092,2023-07-05,Poland,Email
2093,2023-09-22,Germany,Email
2094,2023-10-09,Italy,Organic
2095,2023-07-23,Germany,Email
2096,2024-04-16,Germany,Paid Search
2097,2023-09-29,Germany,Social
2098,2024-01-12,Italy,Organic
2099,2023-11-14,Netherlands,Email
2100,2023-06-01,Germany,Referral
2101,2024-01-10,Spain,Organic
2102,2023-09-05,Spain,Email
2103,2024-05-30,Spain,Social
2104,2024-01-16,UK,Organic
2105,2024-08-08,Italy,Organic
2106,2024-06-12,Netherlands,Social
2107,2023-06-29,Germany,Organic
2108,2023-06-26,Italy,Organic
2109,2023-03-17,Germany,Email
2110,2023-06-23,Spain,Social
2111,2023-10-30,Netherlands,Email
2112,2023-10-14,Germany,Social
2113,2023-05-09,Germany,Paid Search
2114,2023-10-25,Netherlands,Email
2115,2023-12-09,Italy,Organic
2116,2023-09-28,Italy,Paid Search
2117,2023-05-30,Netherlands,Social
2118,2024-03-27,Germany,Referral
2119,2023-11-01,Germany,Paid Search
2120,2023-09-03,Spain,Referral
2121,2023-05-31,France,Email
2122,2024-09-12,Spain,Paid Search
2123,2023-12-23,Germany,Paid Search
2124,2023-06-06,Germany,Organic
2125,2023-10-22,UK,Social
2126,2023-11-29,UK,Organic
2127,2023-09-18,Netherlands,Paid Search
2128,2023-12-07,Germany,Organic
2129,2023-05-17,Italy,Referral
2130,2023-07-26,UK,Paid Search
2131,2023-12-09,Spain,Paid Search
2132,2024-04-25,Netherlands,Paid Search
2133,2023-06-27,France,Organic
2134,2024-01-02,Netherlands,Paid Search
2135,2024-02-21,UK,Email
2136,2024-01-20,UK,Social
2137,2023-07-07,Netherlands,Paid Search
2138,2024-10-02,Germany,Email
2139,2023-06-08,Poland,Organic
2140,2023-10-13,Germany,Email
2141,2023-06-23,Germany,Organic
2142,2023-09-17,Spain,Email
2143,2023-09-17,Germany,Referral
2144,2023-05-06,Austria,Email
2145,2023-04-09,France,Organic
2146,2023-07-24,Germany,Paid Search
2147,2023-09-15,Germany,Email
2148,2024-03-05,Germany,Paid Search
2149,2023-07-02,Germany,Paid Search
2150,2023-08-27,Germany,Paid Search
2151,2023-09-02,Germany,Organic
2152,2023-10-11,Germany,Paid Search
2153,2024-04-03,France,Organic
2154,2023-12-27,Germany,Social
2155,2023-08-17,Germany,Paid Search
2156,2024-03-11,Germany,Organic
2157,2023-04-08,Germany,Organic
2158,2023-08-02,Germany,Referral
2159,2024-01-05,Germany,Social
2160,2023-12-10,France,Social
2161,2023-07-12,Poland,Email
2162,2023-07-16,Germany,Social
2163,2023-04-10,Germany,Paid Search
2164,2023-09-01,Netherlands,Social
2165,2023-05-17,UK,Organic
2166,2023-06-17,Germany,Social
2167,2023-09-26,Spain,Organic
2168,2024-08-01,Spain,Referral
2169,2023-12-19,Austria,Paid Search
2170,2023-11-01,Poland,Organic
2171,2023-03-02,UK,Social
2172,2023-08-27,Netherlands,Organic
2173,2024-08-25,France,Paid Search
2174,2023-08-28,Poland,Email
2175,2024-02-09,UK,Email
2176,2023-09-28,Germany,Social
2177,2023-12-31,Germany,Paid Search
2178,2024-02-03,UK,Paid Search
2179,2024-03-23,UK,Organic
2180,2023-02-01,Italy,Social
2181,2023-02-05,Germany,Social
2182,2023-08-22,Italy,Organic
2183,2024-05-19,Germany,Organic
2184,2024-01-04,UK,Organic
2185,2023-10-30,France,Organic
2186,2023-07-15,Germany,Organic
2187,2023-09-11,France,Paid Search
2188,2023-05-02,Germany,Paid Search
2189,2024-10-23,Germany,Paid Search
2190,2023-07-09,Italy,Organic
2191,2023-05-07,Germany,Paid Search
2192,2023-07-22,Spain,Email
2193,2024-04-05,Spain,Organic
2194,2024-02-29,Germany,Paid Search
2195,2024-05-13,Poland,Paid Search
2196,2023-07-03,Spain,Organic
2197,2024-02-07,Italy,Paid Search
2198,2023-09-24,Italy,Paid Search
2199,2023-12-13,UK,Paid Search
2200,2023-04-05,Austria,Email
2201,2024-01-17,Germany,Email
2202,2024-09-09,Germany,Paid Search
2203,2023-06-30,Spain,Paid Search
2204,2023-04-09,Germany,Referral
2205,2024-10-27,UK,Paid Search
2206,2024-02-10,France,Referral
2207,2024-01-22,Germany,Email
2208,2024-06-19,Poland,Organic
2209,2024-04-27,Germany,Organic
2210,2023-07-17,Germany,Organic
2211,2023-04-25,Netherlands,Email
2212,2024-04-22,Spain,Paid Search
2213,2023-06-16,Italy,Social
2214,2023-05-29,Germany,Paid Search
2215,2024-06-21,Poland,Email
2216,2023-05-29,UK,Email
2217,2023-09-07,Italy,Organic
2218,2024-06-14,Germany,Paid Search
2219,2023-03-08,France,Paid Search
2220,2024-07-20,UK,Email
2221,2023-03-08,UK,Social
2222,2023-07-29,Germany,Paid Search
2223,2023-04-12,UK,Email
2224,2023-09-11,Netherlands,Paid Search
2225,2023-10-18,France,Organic
2226,2023-04-30,UK,Email
2227,2023-10-07,Germany,Paid Search
2228,2023-05-13,Poland,Email
2229,2023-10-28,UK,Paid Search
2230,2023-05-25,UK,Social
2231,2023-11-08,Austria,Paid Search
2232,2023-04-17,Netherlands,Paid Search
2233,2023-10-06,Germany,Organic
2234,2023-05-12,Netherlands,Social
2235,2023-07-22,Austria,Organic
2236,2023-11-28,Germany,Paid Search
2237,2023-05-11,Netherlands,Paid Search
2238,2023-02-06,Germany,Paid Search
2239,2023-01-31,Italy,Social
2240,2023-10-30,Netherlands,Social
2241,2024-03-02,Poland,Social
2242,2024-05-12,Netherlands,Paid Search
2243,2024-03-15,Germany,Paid Search
2244,2023-07-10,UK,Organic
2245,2024-10-10,Poland,Paid Search
2246,2024-05-15,Germany,Email
2247,2024-05-12,Germany,Paid Search
2248,2023-06-13,Spain,Referral
2249,2024-02-08,UK,Organic
2250,2023-11-03,Germany,Social
2251,2023-06-19,Germany,Social
2252,2024-07-03,Germany,Social
2253,2023-04-25,Netherlands,Social
2254,2023-05-04,France,Organic
2255,2023-12-10,UK,Social
2256,2023-07-08,Italy,Paid Search
2257,2023-06-24,Germany,Paid Search
2258,2023-07-07,Netherlands,Organic
2259,2024-02-21,France,Organic
2260,2024-08-09,France,Referral
2261,2023-11-29,UK,Paid Search
2262,2023-11-23,Netherlands,Paid Search
2263,2023-10-22,Austria,Organic
2264,2023-10-12,Germany,Social
2265,2024-02-29,Germany,Social
2266,2023-03-15,France,Referral
2267,2023-08-21,UK,Social
2268,2023-05-01,Germany,Organic
2269,2023-09-21,Poland,Organic
2270,2023-11-25,Italy,Organic
2271,2023-10-29,UK,Social
2272,2024-07-04,France,Referral
2273,2024-03-10,Germany,Organic
2274,2023-02-08,UK,Paid Search
2275,2023-12-04,UK,Social
2276,2024-05-08,Poland,Social
2277,2024-01-18,UK,Social
2278,2024-05-29,Germany,Paid Search
2279,2023-12-28,Germany,Organic
2280,2024-04-16,Germany,Paid Search
2281,2023-11-30,Poland,Paid Search
2282,2023-11-11,Italy,Social
2283,2023-12-16,Italy,Organic
2284,2023-07-19,Italy,Paid Search
2285,2023-06-07,Germany,Referral
2286,2023-11-16,Spain,Paid Search
2287,2023-07-24,Spain,Organic
2288,2024-04-01,Germany,Referral
2289,2024-07-08,UK,Organic
2290,2023-05-15,Netherlands,Email
2291,2023-02-20,Poland,Organic
2292,2023-05-06,Germany,Email
2293,2023-08-19,Poland,Organic
2294,2024-05-27,Poland,Paid Search
2295,2024-04-14,Poland,Referral
2296,2023-04-24,Germany,Social
2297,2024-01-23,Germany,Organic
2298,2023-08-04,Netherlands,Organic
2299,2023-08-19,Germany,Organic
2300,2023-07-29,Germany,Organic
2301,2023-10-24,Spain,Paid Search
2302,2023-12-20,Germany,Paid Search
2303,2023-10-08,France,Referral
2304,2023-08-19,Austria,Email
2305,2024-09-11,France,Referral
2306,2024-06-03,Poland,Paid Search
2307,2024-04-12,France,Paid Search
2308,2024-04-13,France,Social
2309,2023-10-04,Germany,Paid Search
2310,2023-08-03,France,Organic
2311,2024-06-08,Germany,Email
2312,2024-03-06,Italy,Social
2313,2023-03-02,Poland,Paid Search
2314,2023-05-25,Germany,Paid Search
2315,2024-06-02,Germany,Organic
2316,2023-08-16,Netherlands,Social
2317,2024-04-14,UK,Paid Search
2318,2023-09-25,Germany,Email
2319,2024-03-02,Germany,Paid Search
2320,2023-07-14,Germany,Paid Search
2321,2024-01-08,UK,Social
2322,2023-03-20,Germany,Referral
2323,2024-03-12,Spain,Email
2324,2024-02-05,Germany,Paid Search
2325,2024-04-24,France,Paid Search
2326,2023-05-22,UK,Social
2327,2024-01-17,Germany,Email
2328,2023-09-17,Poland,Referral
2329,2023-06-15,Netherlands,Paid Search
2330,2023-12-17,Poland,Social
2331,2023-06-05,France,Organic
2332,2023-10-01,France,Organic
2333,2023-02-12,Germany,Organic
2334,2024-03-31,UK,Organic
2335,2023-09-22,UK,Paid Search
2336,2023-08-21,France,Paid Search
2337,2023-12-05,Germany,Social
2338,2024-03-30,Germany,Social
2339,2023-04-11,Germany,Organic
2340,2024-01-21,Germany,Social
2341,2023-06-04,UK,Organic
2342,2023-11-20,Austria,Organic
2343,2023-06-19,Germany,Referral
2344,2023-03-13,Germany,Organic
2345,2023-06-09,Germany,Paid Search
2346,2023-06-15,Germany,Social
2347,2024-01-14,Netherlands,Paid Search
2348,2023-07-20,Germany,Paid Search
2349,2024-03-21,Austria,Social
2350,2023-09-05,Italy,Social
2351,2023-07-31,UK,Paid Search
2352,2024-05-07,Poland,Email
2353,2023-03-30,Netherlands,Organic
2354,2023-10-30,Austria,Paid Search
2355,2023-05-27,Germany,Organic
2356,2023-11-01,Austria,Organic
2357,2024-03-17,Germany,Referral
2358,2023-11-05,France,Social
2359,2023-09-18,Poland,Organic
2360,2023-03-26,France,Paid Search
2361,2023-10-14,Germany,Organic
2362,2024-03-26,Germany,Social
2363,2023-09-03,Germany,Paid Search
2364,2023-10-02,France,Referral
2365,2023-09-25,France,Organic
2366,2024-05-11,UK,Paid Search
2367,2023-03-23,Italy,Referral
2368,2024-02-22,Germany,Email
2369,2024-06-19,Italy,Organic
2370,2023-08-20,UK,Paid Search
2371,2023-09-22,Spain,Email
2372,2023-09-26,Spain,Social
2373,2024-01-16,Poland,Social
2374,2023-10-20,Germany,Social
2375,2024-02-06,UK,Referral
2376,2024-02-13,Poland,Paid Search
2377,2023-05-08,Spain,Organic
2378,2023-04-11,Germany,Paid Search
2379,2024-04-17,Netherlands,Social
2380,2024-01-08,Italy,Paid Search
2381,2023-01-17,Germany,Paid Search
2382,2023-11-07,Netherlands,Social
2383,2023-05-20,Italy,Paid Search
2384,2023-03-09,UK,Referral
2385,2023-08-13,Germany,Paid Search
2386,2024-07-10,UK,Social
2387,2023-03-28,UK,Social
2388,2023-08-13,France,Organic
2389,2023-07-08,Netherlands,Paid Search
2390,2023-11-16,France,Organic
