order_id,customer_id,order_date,channel,status
6922,3072,2024-04-04,Social,completed
6923,3560,2023-06-28,Paid Search,completed
6924,1422,2024-12-29,Organic,completed
6925,3248,2023-05-21,Social,completed
6926,3968,2023-12-24,Paid Search,completed
6927,676,2023-07-07,Social,completed
6928,2057,2024-10-29,Paid Search,completed
6929,3448,2024-03-26,Organic,completed
6930,1561,2024-11-29,Social,completed
6931,2043,2024-12-12,Referral,completed
6932,3004,2024-09-11,Paid Search,completed
6933,3305,2024-05-31,Organic,completed
6934,815,2024-12-15,Social,completed
6935,1537,2024-11-07,Paid Search,completed
6936,1550,2024-06-07,Social,completed
6937,636,2024-04-29,Email,completed
6938,369,2024-10-08,Organic,cancelled
6939,2995,2024-12-11,Organic,completed
6940,3406,2024-12-17,Paid Search,cancelled
6941,3803,2024-08-23,Organic,returned
6942,3824,2024-02-26,Organic,completed
6943,3976,2024-12-19,Paid Search,completed
6944,337,2023-06-08,Paid Search,completed
6945,1561,2024-04-21,Paid Search,completed
6946,335,2024-04-19,Social,completed
6947,2722,2023-11-29,Referral,completed
6948,3895,2024-07-01,Referral,returned
6949,150,2024-11-01,Paid Search,completed
6950,2119,2024-12-20,Social,completed
6951,2149,2024-11-16,Paid Search,completed
6952,676,2024-03-16,Social,completed
6953,3340,2024-05-28,Paid Search,completed
6954,1550,2024-07-05,Organic,completed
6955,1661,2023-12-26,Paid Search,completed
6956,3848,2024-07-16,Referral,completed
6957,1001,2024-11-13,Organic,completed
6958,1517,2024-03-17,Email,completed
6959,3089,2023-06-09,Organic,completed
6960,1920,2024-09-03,Social,completed
6961,2433,2023-09-14,Paid Search,completed
6962,1913,2024-04-13,Social,completed
6963,1141,2024-09-03,Email,completed
6964,673,2023-07-05,Organic,completed
6965,3400,2024-07-29,Social,returned
6966,1106,2024-11-18,Organic,completed
6967,3989,2024-05-14,Referral,completed
6968,43,2024-04-14,Paid Search,completed
6969,3539,2024-08-25,Organic,completed
6970,3785,2024-09-22,Social,completed
6971,238,2024-12-18,Social,returned
6972,2527,2024-10-18,Paid Search,completed
6973,3130,2024-01-07,Referral,completed
6974,2482,2024-07-28,Referral,cancelled
6975,3530,2024-06-26,Paid Search,completed
6976,549,2023-07-22,Social,completed
6977,3789,2024-03-08,Organic,completed
6978,2217,2024-02-07,Paid Search,completed
6979,1376,2024-05-15,Email,completed
6980,2113,2024-05-29,Organic,completed
6981,1358,2024-02-14,Organic,completed
6982,1816,2024-10-15,Social,cancelled
6983,653,2024-10-03,Paid Search,completed
6984,3380,2024-08-09,Email,completed
6985,1531,2024-01-11,Referral,completed
6986,1870,2023-10-11,Paid Search,completed
6987,3644,2023-08-27,Referral,completed
6988,3634,2024-03-14,Social,completed
6989,3155,2024-12-19,Paid Search,returned
6990,125,2024-07-18,Paid Search,completed
6991,3629,2024-03-16,Referral,completed
6992,775,2024-06-11,Organic,completed
6993,1743,2024-07-12,Paid Search,completed
6994,3620,2024-11-13,Paid Search,completed
6995,392,2023-11-03,Paid Search,returned
6996,552,2024-09-24,Social,completed
6997,2319,2024-07-16,Organic,completed
6998,1872,2024-01-28,Social,completed
6999,1531,2024-04-25,Referral,completed
7000,3242,2024-06-12,Paid Search,completed
7001,3594,2024-01-02,Paid Search,completed
7002,3964,2023-08-11,Organic,completed
7003,502,2024-07-09,Social,completed
7004,2717,2024-09-29,Social,returned
7005,3489,2024-10-20,Social,returned
7006,969,2024-01-10,Referral,returned
7007,1920,2024-07-17,Paid Search,completed
7008,28,2024-11-30,Social,completed
7009,560,2024-11-13,Referral,cancelled
7010,515,2023-10-21,Social,completed
7011,2845,2023-06-11,Social,completed
7012,2510,2024-09-23,Social,completed
7013,159,2024-02-19,Organic,completed
7014,2402,2024-09-09,Organic,completed
7015,282,2024-02-09,Organic,completed
7016,825,2024-02-10,Social,completed
7017,3614,2024-08-28,Paid Search,cancelled
7018,1781,2023-10-15,Email,completed
7019,3126,2023-09-12,Organic,completed
7020,1259,2024-08-28,Social,completed
7021,453,2024-01-05,Organic,completed
7022,3565,2024-02-05,Paid Search,completed
7023,677,2024-07-06,Email,completed
7024,1395,2024-06-28,Paid Search,completed
7025,2819,2023-06-06,Paid Search,cancelled
7026,2386,2024-07-24,Email,completed
7027,3714,2023-12-08,Organic,completed
7028,3954,2024-12-08,Organic,completed
7029,607,2024-10-03,Email,completed
7030,915,2024-06-11,Paid Search,completed
7031,2574,2024-07-19,Email,completed
7032,607,2024-10-17,Email,completed
7033,2180,2024-02-06,Email,completed
7034,1470,2024-12-26,Referral,completed
7035,3565,2024-05-22,Paid Search,completed
7036,3681,2024-10-10,Organic,completed
7037,1044,2023-08-24,Paid Search,completed
7038,396,2024-10-23,Email,completed
7039,3963,2024-07-06,Social,cancelled
7040,620,2024-09-25,Social,completed
7041,717,2024-10-07,Organic,completed
7042,1018,2024-08-14,Social,completed
7043,1362,2023-12-26,Social,completed
7044,612,2024-11-03,Email,completed
7045,1294,2023-10-26,Email,completed
7046,97,2024-11-20,Paid Search,completed
7047,3206,2024-02-17,Organic,completed
7048,1059,2024-04-15,Organic,completed
7049,3277,2024-12-04,Organic,completed
7050,2608,2024-09-27,Referral,completed
7051,1922,2024-06-07,Paid Search,completed
7052,3895,2024-09-04,Organic,cancelled
7053,1523,2024-05-20,Referral,completed
7054,736,2023-02-07,Social,completed
7055,2324,2024-08-27,Paid Search,completed
7056,583,2024-11-15,Organic,completed
7057,1113,2024-09-18,Organic,completed
7058,3637,2024-03-12,Paid Search,completed
7059,3581,2023-11-04,Email,completed
7060,1864,2024-02-15,Social,completed
7061,1915,2024-02-07,Organic,completed
7062,2278,2024-12-23,Organic,completed
7063,342,2024-06-08,Social,completed
7064,1023,2024-11-02,Paid Search,completed
7065,2335,2023-09-28,Social,completed
7066,1290,2023-12-29,Referral,completed
7067,865,2024-08-26,Social,completed
7068,2611,2024-12-04,Social,completed
7069,2277,2024-03-27,Email,completed
7070,1313,2024-06-22,Paid Search,completed
7071,3746,2024-01-24,Social,completed
7072,3114,2023-06-09,Email,completed
7073,2404,2024-01-07,Email,completed
7074,848,2024-12-28,Paid Search,completed
7075,2613,2024-12-07,Paid Search,completed
7076,2759,2024-04-14,Organic,completed
7077,2341,2024-09-24,Email,completed
7078,2569,2024-05-26,Social,completed
7079,672,2024-11-25,Social,completed
7080,1342,2023-09-15,Organic,completed
7081,3575,2024-04-04,Paid Search,completed
7082,569,2023-11-24,Organic,completed
7083,2379,2024-12-14,Paid Search,completed
7084,3600,2024-03-10,Referral,completed
7085,58,2024-03-09,Social,completed
7086,3867,2024-08-16,Social,completed
7087,3546,2024-04-26,Social,completed
7088,2875,2024-04-03,Social,completed
7089,2849,2024-07-13,Referral,completed
7090,3471,2024-09-09,Referral,completed
7091,708,2024-09-05,Organic,completed
7092,2810,2024-08-14,Organic,returned
7093,1371,2024-10-25,Organic,returned
7094,3506,2024-12-22,Referral,completed
7095,2150,2024-04-02,Email,completed
7096,3080,2024-03-14,Referral,completed
7097,690,2024-08-06,Organic,completed
7098,974,2024-08-19,Social,completed
7099,3354,2024-12-10,Organic,completed
7100,1554,2024-03-14,Organic,completed
7101,2129,2024-03-14,Email,completed
7102,2926,2024-07-06,Social,returned
7103,704,2024-07-08,Paid Search,completed
7104,1214,2023-03-26,Organic,completed
7105,1303,2024-11-24,Organic,completed
7106,3676,2023-07-11,Paid Search,completed
7107,572,2024-01-03,Paid Search,completed
7108,1465,2024-07-16,Organic,completed
7109,3835,2023-10-19,Organic,completed
7110,3344,2024-01-10,Social,completed
7111,2698,2024-12-10,Social,completed
7112,2208,2024-10-22,Paid Search,completed
7113,3357,2024-12-17,Paid Search,completed
7114,3782,2024-05-23,Email,completed
7115,3702,2023-05-24,Organic,completed
7116,2574,2024-01-07,Organic,completed
7117,2936,2023-12-17,Paid Search,completed
7118,3107,2024-03-29,Organic,completed
7119,3241,2024-12-11,Organic,completed
7120,2955,2024-01-29,Paid Search,cancelled
7121,741,2024-10-01,Organic,returned
7122,3058,2024-09-17,Organic,completed
7123,1534,2024-02-21,Social,completed
7124,815,2023-11-19,Social,returned
7125,420,2024-07-15,Organic,completed
7126,968,2023-12-11,Organic,completed
7127,2042,2024-07-21,Paid Search,completed
7128,999,2024-07-05,Organic,completed
7129,2686,2024-01-20,Referral,completed
7130,3859,2024-02-19,Organic,completed
7131,176,2024-10-26,Social,cancelled
7132,540,2024-04-07,Organic,returned
7133,1001,2024-04-14,Paid Search,completed
7134,3218,2023-11-27,Organic,completed
7135,1088,2024-10-12,Organic,completed
7136,785,2024-05-20,Organic,returned
7137,637,2024-12-17,Social,completed
7138,620,2024-09-18,Organic,completed
7139,2899,2024-05-19,Paid Search,completed
7140,2846,2024-08-13,Organic,completed
7141,1250,2023-11-22,Social,completed
7142,1791,2024-04-13,Organic,completed
7143,2528,2024-07-24,Social,completed
7144,3908,2024-06-21,Social,completed
7145,2991,2024-12-14,Organic,completed
7146,3214,2024-03-27,Social,returned
7147,3919,2024-04-29,Organic,completed
7148,1500,2024-05-18,Organic,completed
7149,286,2024-08-21,Organic,completed
7150,3001,2024-11-23,Referral,completed
7151,493,2024-02-13,Organic,completed
7152,1745,2024-10-02,Email,completed
7153,2977,2024-03-16,Paid Search,completed
7154,2247,2024-12-12,Email,returned
7155,1449,2024-04-10,Email,completed
7156,2069,2024-12-02,Organic,completed
7157,989,2024-06-28,Paid Search,completed
7158,304,2024-02-13,Organic,completed
7159,1625,2024-06-14,Paid Search,completed
7160,237,2024-01-21,Referral,returned
7161,3927,2024-01-05,Paid Search,completed
7162,1785,2024-01-17,Organic,completed
7163,3541,2024-05-30,Paid Search,completed
7164,3803,2024-09-10,Social,completed
7165,1790,2024-05-23,Paid Search,completed
7166,1661,2024-12-11,Paid Search,completed
7167,3589,2024-05-06,Email,completed
7168,140,2024-09-26,Paid Search,completed
7169,1949,2024-06-18,Email,completed
7170,1078,2024-05-29,Email,returned
7171,3030,2024-01-11,Email,returned
7172,3350,2024-10-22,Email,completed
7173,2504,2023-06-23,Social,completed
7174,1603,2024-07-16,Paid Search,completed
7175,2237,2024-07-16,Email,completed
7176,2310,2024-01-02,Social,completed
7177,2558,2024-02-17,Paid Search,cancelled
7178,3695,2024-06-03,Organic,completed
7179,1006,2024-02-08,Paid Search,completed
7180,823,2024-04-03,Email,completed
7181,779,2024-03-13,Organic,completed
7182,2799,2024-12-19,Social,completed
7183,3626,2024-10-02,Paid Search,completed
7184,1311,2024-01-18,Organic,completed
7185,1662,2024-12-04,Social,returned
7186,3874,2024-12-28,Referral,completed
7187,601,2024-06-18,Organic,completed
7188,3527,2024-08-10,Social,completed
7189,3835,2024-05-19,Organic,completed
7190,3200,2023-07-05,Organic,completed
7191,1346,2024-05-22,Organic,completed
7192,2632,2024-06-28,Organic,completed
7193,1170,2024-05-31,Organic,completed
7194,492,2024-12-21,Social,completed
7195,436,2023-06-28,Email,completed
7196,39,2023-09-24,Organic,returned
7197,3922,2024-12-04,Organic,cancelled
7198,2639,2024-10-22,Organic,completed
7199,1290,2023-08-23,Paid Search,returned
7200,2331,2023-12-06,Paid Search,completed
7201,2499,2024-09-04,Referral,completed
7202,752,2023-12-27,Organic,completed
7203,1160,2024-10-31,Paid Search,completed
7204,2202,2024-10-09,Email,completed
7205,3360,2024-04-30,Social,completed
7206,537,2024-06-01,Social,completed
7207,3426,2024-08-06,Social,completed
7208,2458,2024-12-15,Email,completed
7209,1958,2024-06-07,Paid Search,completed
7210,597,2023-09-07,Paid Search,completed
7211,2214,2024-06-17,Organic,completed
7212,1405,2024-03-26,Referral,completed
7213,776,2024-04-03,Referral,completed
7214,3530,2024-07-27,Social,completed
7215,1839,2023-11-20,Paid Search,completed
7216,324,2024-08-16,Social,completed
7217,1213,2024-08-12,Organic,completed
7218,746,2024-08-24,Social,cancelled
7219,3752,2024-02-18,Social,completed
7220,979,2024-01-02,Social,completed
7221,2036,2024-05-12,Organic,completed
7222,2999,2024-10-24,Organic,completed
7223,662,2023-08-13,Organic,completed
7224,1742,2024-11-28,Social,completed
7225,2630,2024-07-05,Paid Search,completed
7226,3539,2024-12-26,Email,completed
7227,2637,2024-12-22,Referral,completed
7228,325,2024-06-14,Paid Search,completed
7229,1292,2024-11-12,Paid Search,completed
7230,1398,2024-09-18,Social,completed
7231,1528,2024-01-05,Paid Search,completed
7232,3761,2024-10-19,Paid Search,completed
7233,144,2024-03-03,Organic,returned
7234,1213,2024-02-28,Paid Search,completed
7235,1972,2024-02-05,Referral,completed
7236,350,2024-11-26,Social,completed
7237,1936,2024-12-05,Referral,completed
7238,436,2023-08-29,Paid Search,completed
7239,3354,2024-08-20,Organic,completed
7240,1083,2023-07-22,Organic,completed
7241,2106,2024-12-07,Social,completed
7242,2497,2024-06-05,Email,completed
7243,1231,2023-08-19,Referral,completed
7244,1399,2024-08-12,Organic,completed
7245,2054,2024-08-01,Organic,completed
7246,3222,2024-05-11,Paid Search,completed
7247,1805,2024-05-10,Paid Search,completed
7248,1967,2024-09-18,Social,returned
7249,2404,2023-10-23,Social,completed
7250,1683,2024-05-04,Social,completed
7251,2929,2024-09-17,Referral,completed
7252,17,2024-06-06,Email,completed
7253,1932,2024-05-07,Paid Search,completed
7254,3699,2024-02-28,Organic,completed
7255,2485,2024-09-24,Email,completed
7256,1945,2024-07-16,Organic,completed
7257,3097,2024-06-02,Paid Search,completed
7258,1546,2024-03-29,Paid Search,completed
7259,1870,2023-11-18,Organic,completed
7260,799,2024-12-10,Paid Search,completed
7261,509,2024-12-21,Organic,completed
7262,109,2024-01-23,Social,completed
7263,2951,2024-01-18,Organic,completed
7264,1872,2024-01-05,Referral,returned
7265,3753,2024-06-27,Social,completed
7266,731,2024-12-11,Organic,completed
7267,983,2023-11-13,Email,returned
7268,2573,2023-11-20,Referral,completed
7269,221,2024-03-08,Organic,completed
7270,2021,2024-05-21,Paid Search,completed
7271,505,2024-09-21,Email,completed
7272,669,2024-09-12,Organic,completed
7273,2060,2024-11-08,Email,returned
7274,2290,2024-03-02,Organic,completed
7275,859,2024-03-08,Organic,completed
7276,1088,2024-08-31,Social,completed
7277,1143,2024-06-05,Organic,completed
7278,588,2024-05-17,Email,completed
7279,3863,2024-10-20,Social,completed
7280,2779,2024-09-17,Referral,returned
7281,453,2024-05-14,Organic,completed
7282,1413,2024-12-22,Organic,completed
7283,714,2024-05-27,Paid Search,returned
7284,951,2024-12-05,Social,completed
7285,3753,2024-09-30,Paid Search,completed
7286,566,2024-10-13,Organic,returned
7287,3528,2024-06-16,Organic,completed
7288,3369,2024-03-29,Paid Search,completed
7289,2993,2024-10-04,Organic,completed
7290,1994,2024-10-17,Organic,cancelled
7291,1041,2024-11-07,Organic,completed
7292,3330,2023-06-13,Social,completed
7293,3342,2024-07-14,Email,completed
7294,2114,2024-02-17,Organic,completed
7295,192,2024-07-06,Paid Search,completed
7296,789,2024-04-05,Social,completed
7297,226,2024-04-27,Email,completed
7298,741,2024-07-23,Organic,cancelled
7299,2045,2024-10-18,Email,completed
7300,3413,2024-07-07,Paid Search,completed
7301,2630,2024-04-03,Social,completed
7302,2420,2024-08-29,Paid Search,completed
7303,3006,2024-08-02,Social,completed
7304,2577,2024-05-18,Social,completed
7305,1764,2024-01-05,Paid Search,completed
7306,3267,2024-12-09,Referral,completed
7307,1246,2023-07-31,Referral,completed
7308,3714,2023-05-29,Paid Search,returned
7309,474,2024-04-09,Organic,completed
7310,2569,2024-04-23,Organic,completed
7311,2010,2024-06-09,Organic,completed
7312,1686,2023-10-01,Social,completed
7313,1706,2024-02-01,Organic,completed
7314,171,2024-01-09,Social,completed
7315,3023,2024-06-15,Social,completed
7316,1401,2023-09-26,Organic,completed
7317,1908,2024-02-05,Paid Search,returned
7318,3390,2024-07-17,Organic,completed
7319,2322,2024-06-24,Organic,completed
7320,3405,2024-03-07,Paid Search,completed
7321,569,2024-06-04,Organic,completed
7322,1137,2024-04-18,Organic,completed
7323,920,2023-07-09,Paid Search,completed
7324,3558,2024-06-05,Organic,completed
7325,3127,2024-08-15,Social,completed
7326,3342,2024-11-28,Social,completed
7327,2287,2023-09-20,Organic,completed
7328,890,2024-05-17,Organic,returned
7329,1486,2024-12-04,Organic,completed
7330,2216,2024-02-26,Social,completed
7331,79,2024-11-09,Organic,completed
7332,2576,2024-07-27,Paid Search,completed
7333,3415,2024-11-28,Social,completed
7334,1303,2024-10-03,Paid Search,completed
7335,2729,2023-07-19,Organic,completed
7336,1936,2024-10-28,Paid Search,completed
7337,15,2024-02-21,Referral,completed
7338,1142,2024-08-20,Organic,completed
7339,2129,2024-01-20,Paid Search,completed
7340,2925,2024-07-01,Paid Search,completed
7341,1582,2023-04-16,Organic,completed
7342,765,2023-10-17,Social,completed
7343,248,2024-06-13,Paid Search,completed
7344,2873,2024-02-08,Paid Search,completed
7345,1442,2024-04-27,Organic,completed
7346,2609,2023-07-08,Paid Search,completed
7347,895,2024-10-21,Referral,cancelled
7348,3036,2024-07-22,Email,completed
7349,1376,2024-05-14,Organic,completed
7350,214,2024-07-09,Social,completed
7351,2053,2023-10-21,Paid Search,completed
7352,2951,2024-08-19,Social,completed
7353,3731,2024-04-24,Referral,cancelled
7354,3888,2023-11-10,Organic,returned
7355,1821,2024-07-19,Social,cancelled
7356,2467,2024-12-29,Organic,completed
7357,2244,2023-11-25,Paid Search,completed
7358,2150,2023-08-29,Paid Search,completed
7359,466,2024-09-25,Organic,completed
7360,2699,2024-01-16,Organic,completed
7361,3862,2024-10-20,Social,completed
7362,523,2023-12-31,Organic,completed
7363,1250,2023-06-12,Social,completed
7364,314,2024-10-03,Social,completed
7365,1585,2024-12-14,Paid Search,completed
7366,1928,2024-06-16,Social,completed
7367,1414,2024-10-15,Paid Search,completed
7368,1908,2023-09-27,Paid Search,returned
7369,3214,2023-05-29,Paid Search,completed
7370,868,2024-04-03,Referral,completed
7371,3053,2024-02-20,Organic,cancelled
7372,3171,2024-05-15,Organic,completed
7373,2340,2024-12-15,Organic,completed
7374,1263,2024-05-06,Email,completed
7375,3744,2024-10-30,Paid Search,completed
7376,1436,2024-03-12,Social,completed
7377,204,2024-04-22,Organic,cancelled
7378,564,2024-10-24,Organic,completed
7379,3579,2024-02-15,Social,cancelled
7380,620,2024-09-15,Social,completed
7381,1784,2024-09-07,Paid Search,completed
7382,2778,2024-06-01,Social,completed
7383,2308,2024-10-04,Email,completed
7384,2630,2024-08-12,Organic,completed
7385,1391,2024-06-03,Organic,completed
7386,2669,2024-11-22,Social,completed
7387,37,2023-09-11,Email,completed
7388,1058,2024-08-12,Email,completed
7389,505,2024-10-24,Social,completed
7390,1815,2024-03-12,Paid Search,completed
7391,602,2023-12-09,Organic,returned
7392,2202,2024-09-12,Referral,completed
7393,743,2024-05-06,Social,completed
7394,1633,2024-05-01,Organic,completed
7395,304,2024-11-23,Paid Search,returned
7396,1751,2024-08-20,Organic,completed
7397,3232,2024-10-27,Referral,completed
7398,1272,2024-05-13,Paid Search,completed
7399,2840,2024-08-18,Email,completed
7400,1687,2024-11-03,Social,completed
7401,950,2024-07-01,Paid Search,completed
7402,1217,2024-02-23,Referral,returned
7403,1214,2024-03-26,Organic,completed
7404,2989,2024-07-03,Organic,returned
7405,822,2024-10-26,Social,completed
7406,3919,2024-09-09,Referral,completed
7407,2756,2024-11-12,Organic,returned
7408,1576,2024-05-09,Organic,completed
7409,3992,2024-09-05,Paid Search,completed
7410,874,2024-07-14,Referral,completed
7411,3068,2024-04-21,Email,completed
7412,1087,2024-09-24,Referral,completed
7413,2187,2024-09-09,Email,completed
7414,221,2024-05-24,Paid Search,completed
7415,3386,2024-06-10,Organic,completed
7416,1445,2024-08-28,Social,completed
7417,2361,2024-11-18,Email,completed
7418,3710,2023-06-23,Paid Search,completed
7419,126,2024-07-01,Paid Search,completed
7420,3873,2024-12-25,Email,completed
7421,2113,2023-10-01,Paid Search,completed
7422,3125,2024-10-30,Social,completed
7423,1892,2024-06-27,Organic,completed
7424,3269,2024-02-09,Social,completed
7425,3531,2024-08-08,Social,completed
7426,1503,2024-09-11,Paid Search,completed
7427,2916,2024-02-13,Paid Search,completed
7428,3993,2023-09-07,Social,completed
7429,3048,2024-08-03,Referral,completed
7430,3827,2024-08-03,Paid Search,completed
7431,2971,2023-12-30,Organic,completed
7432,1325,2024-03-29,Email,completed
7433,3315,2024-11-14,Organic,completed
7434,2687,2024-08-13,Organic,completed
7435,136,2024-11-17,Organic,returned
7436,713,2024-10-16,Social,completed
7437,1050,2024-07-27,Organic,completed
7438,2993,2024-10-04,Paid Search,completed
7439,3188,2024-11-26,Organic,completed
7440,3314,2024-06-09,Social,completed
7441,272,2024-12-20,Paid Search,completed
7442,298,2023-12-28,Paid Search,completed
7443,1201,2024-05-02,Social,completed
7444,2732,2024-04-13,Paid Search,completed
7445,3372,2024-09-11,Email,completed
7446,3480,2024-08-16,Referral,completed
7447,844,2024-06-29,Paid Search,completed
7448,3082,2024-09-05,Organic,completed
7449,2580,2024-11-20,Paid Search,completed
7450,3709,2024-12-16,Email,returned
7451,3100,2024-08-27,Organic,completed
7452,2134,2024-10-08,Organic,completed
7453,3130,2023-12-07,Referral,completed
7454,1240,2024-12-24,Social,cancelled
7455,3146,2024-09-29,Paid Search,completed
7456,3125,2024-11-05,Referral,completed
7457,3415,2024-11-01,Paid Search,completed
7458,976,2024-10-25,Paid Search,completed
7459,3395,2024-05-19,Paid Search,completed
7460,698,2024-05-31,Social,completed
7461,3097,2024-07-16,Social,completed
7462,3723,2023-11-21,Organic,completed
7463,146,2023-12-24,Email,cancelled
7464,2521,2023-11-18,Paid Search,completed
7465,2658,2024-10-27,Paid Search,completed
7466,3266,2024-09-19,Referral,completed
7467,421,2024-10-25,Organic,cancelled
7468,3644,2024-10-21,Paid Search,completed
7469,3975,2023-08-23,Paid Search,cancelled
7470,2703,2024-08-25,Social,completed
7471,1707,2024-12-08,Organic,completed
7472,2557,2024-09-02,Organic,completed
7473,222,2023-10-28,Organic,completed
7474,3030,2024-12-05,Email,completed
7475,291,2024-03-02,Organic,completed
7476,1294,2024-06-03,Social,completed
7477,582,2024-11-05,Organic,completed
7478,2929,2024-11-29,Social,completed
7479,2399,2024-11-29,Organic,cancelled
7480,2807,2024-09-26,Social,completed
7481,262,2024-05-30,Email,completed
7482,1461,2024-01-25,Referral,completed
7483,1597,2024-12-23,Social,completed
7484,2430,2024-11-07,Referral,completed
7485,419,2024-11-08,Referral,completed
7486,2610,2024-10-15,Organic,completed
7487,1550,2024-01-22,Paid Search,completed
7488,3629,2024-05-04,Paid Search,completed
7489,1793,2023-12-03,Paid Search,completed
7490,417,2024-03-31,Social,completed
7491,423,2023-09-21,Paid Search,completed
7492,1028,2024-06-26,Referral,completed
7493,967,2024-09-21,Social,completed
7494,3184,2024-10-03,Paid Search,completed
7495,2914,2023-11-02,Email,completed
7496,312,2024-11-04,Social,completed
7497,3405,2024-02-03,Paid Search,completed
7498,398,2024-12-07,Email,completed
7499,3141,2023-12-30,Paid Search,completed
7500,455,2023-12-01,Organic,completed
7501,1483,2024-09-02,Email,completed
7502,3021,2023-08-20,Social,completed
7503,1025,2024-07-05,Organic,completed
7504,460,2024-10-05,Organic,completed
7505,3151,2024-09-24,Email,completed
7506,2775,2024-07-16,Organic,completed
7507,3579,2024-04-18,Social,completed
7508,2581,2023-11-27,Organic,returned
7509,303,2024-07-03,Email,completed
7510,2573,2024-12-02,Organic,completed
7511,3298,2024-02-19,Social,completed
7512,341,2023-08-29,Referral,completed
7513,563,2024-01-09,Social,completed
7514,2721,2024-08-22,Paid Search,completed
7515,3165,2024-12-23,Paid Search,completed
7516,1405,2024-11-03,Referral,cancelled
7517,2965,2024-11-13,Social,completed
7518,691,2023-11-20,Referral,returned
7519,1767,2024-07-23,Organic,completed
7520,3006,2024-04-24,Email,completed
7521,814,2023-12-26,Organic,completed
7522,1392,2024-10-11,Paid Search,completed
7523,2534,2024-08-31,Social,cancelled
7524,1384,2024-11-01,Email,completed
7525,3500,2024-07-22,Social,completed
7526,3827,2024-04-11,Organic,completed
7527,2584,2024-08-31,Organic,completed
7528,3130,2024-09-28,Email,completed
7529,3633,2024-01-14,Organic,completed
7530,2820,2024-04-16,Social,completed
7531,3102,2024-11-29,Email,completed
7532,326,2024-10-18,Social,completed
7533,3304,2024-12-08,Organic,completed
7534,1104,2024-10-30,Email,completed
7535,293,2024-11-11,Email,completed
7536,2378,2023-09-22,Email,returned
7537,916,2024-07-01,Paid Search,completed
7538,324,2024-08-27,Organic,completed
7539,2460,2024-07-02,Social,completed
7540,408,2024-09-30,Social,completed
7541,3561,2024-01-05,Organic,completed
7542,3881,2023-07-08,Social,returned
7543,2977,2024-01-25,Email,completed
7544,1158,2024-09-18,Paid Search,completed
7545,2265,2024-08-02,Paid Search,completed
7546,129,2024-02-12,Social,completed
7547,2507,2024-04-27,Social,completed
7548,1059,2023-10-21,Social,completed
7549,1814,2023-11-19,Paid Search,completed
7550,738,2024-03-18,Social,completed
7551,3951,2024-08-04,Email,returned
7552,844,2024-05-06,Email,completed
7553,1647,2023-08-17,Paid Search,completed
7554,1030,2023-10-01,Social,returned
7555,2177,2024-10-27,Paid Search,completed
7556,3628,2023-10-08,Email,returned
7557,676,2024-04-21,Email,completed
7558,585,2024-04-08,Email,completed
7559,304,2024-09-30,Paid Search,completed
7560,2377,2023-10-12,Paid Search,completed
7561,2428,2024-02-17,Email,completed
7562,3294,2023-12-17,Organic,completed
7563,3348,2024-08-22,Social,completed
7564,417,2024-01-13,Organic,completed
7565,3652,2024-01-11,Social,returned
7566,3325,2024-05-06,Paid Search,completed
7567,2611,2024-12-17,Social,completed
7568,1388,2024-10-07,Organic,completed
7569,2999,2024-12-30,Referral,completed
7570,2505,2024-04-08,Social,completed
7571,1404,2024-04-08,Organic,returned
7572,52,2024-09-26,Email,returned
7573,2388,2024-01-30,Social,completed
7574,2320,2023-09-12,Paid Search,completed
7575,646,2024-05-28,Organic,completed
7576,3629,2024-12-12,Paid Search,completed
7577,663,2024-10-13,Organic,completed
7578,1155,2024-01-26,Paid Search,completed
7579,1467,2024-10-02,Paid Search,completed
7580,2737,2024-06-18,Email,completed
7581,332,2024-01-06,Social,returned
7582,2824,2023-10-20,Organic,completed
7583,1633,2024-07-01,Referral,completed
7584,752,2024-02-06,Organic,completed
7585,455,2024-02-29,Social,cancelled
7586,1624,2024-07-12,Paid Search,completed
7587,1774,2024-01-17,Organic,completed
7588,570,2024-08-10,Email,completed
7589,1930,2024-03-06,Social,completed
7590,2018,2024-09-10,Paid Search,completed
7591,3930,2024-01-06,Paid Search,completed
7592,2867,2024-03-24,Email,completed
7593,48,2024-06-06,Email,returned
7594,1909,2023-12-10,Email,completed
7595,95,2023-10-31,Organic,completed
7596,2057,2024-01-21,Organic,completed
7597,1352,2024-05-06,Organic,completed
7598,3622,2024-04-17,Paid Search,completed
7599,1976,2024-05-01,Organic,returned
7600,3400,2024-10-14,Organic,completed
7601,2359,2024-05-16,Social,completed
7602,1560,2023-11-12,Social,completed
7603,928,2024-12-04,Organic,completed
7604,754,2024-01-05,Email,completed
7605,3176,2023-11-14,Social,completed
7606,3545,2023-07-06,Paid Search,completed
7607,1300,2024-03-12,Organic,completed
7608,1981,2024-10-01,Social,cancelled
7609,1157,2023-12-03,Email,cancelled
7610,1815,2024-06-10,Organic,completed
7611,3480,2023-07-20,Organic,completed
7612,573,2024-01-17,Paid Search,completed
7613,1170,2024-08-17,Social,completed
7614,2794,2023-10-04,Referral,completed
7615,1246,2023-04-30,Paid Search,completed
7616,331,2024-11-20,Email,returned
7617,1478,2024-09-13,Email,completed
7618,2718,2024-12-29,Email,completed
7619,3942,2023-08-16,Social,returned
7620,3581,2024-07-25,Referral,completed
7621,2261,2024-03-10,Referral,returned
