order_id,order_date,region,segment,category,sub_category,quantity,discount,sales,profit
ORD-004391,2023-09-14,South,Consumer,Technology,Accessories,3,0.1,665.14,68.27
ORD-002204,2023-09-14,West,Home Office,Technology,Laptops,5,0.1,611.26,63.73
ORD-004909,2023-09-14,South,Consumer,Office Supplies,Labels,3,0.15,41.43,-2.12
ORD-005871,2023-09-14,North,Corporate,Office Supplies,Labels,5,0.1,36.56,22.19
ORD-001640,2023-09-14,Central,Home Office,Technology,Accessories,5,0.0,440.62,73.84
ORD-010644,2023-09-14,West,Corporate,Office Supplies,Paper,3,0.15,12.32,10.03
ORD-010588,2023-09-14,West,Consumer,Technology,Networking,1,0.0,477.0,65.0
ORD-000558,2023-09-14,North,Home Office,Office Supplies,Paper,1,0.0,33.99,-3.83
ORD-010218,2023-09-14,East,Consumer,Technology,Networking,3,0.2,903.04,23.62
ORD-000114,2023-09-14,North,Consumer,Office Supplies,Art,1,0.2,20.44,-12.42
ORD-009080,2023-09-14,Central,Home Office,Technology,Phones,3,0.15,38.8,16.98
ORD-010184,2023-09-14,South,Consumer,Furniture,Furnishings,5,0.3,367.57,-62.29
ORD-000701,2023-09-14,South,Consumer,Office Supplies,Labels,4,0.15,45.51,-10.86
ORD-011953,2023-09-14,South,Consumer,Technology,Laptops,4,0.1,330.16,35.74
ORD-002777,2023-09-14,North,Corporate,Office Supplies,Paper,2,0.1,4.03,3.26
ORD-007952,2023-09-14,West,Consumer,Office Supplies,Paper,2,0.0,48.39,18.13
ORD-002812,2023-09-14,West,Corporate,Technology,Networking,5,0.1,797.88,80.63
ORD-006875,2023-09-14,North,Home Office,Technology,Accessories,3,0.2,400.88,21.92
ORD-009087,2023-09-14,West,Corporate,Furniture,Tables,2,0.0,227.96,16.68
ORD-010486,2023-09-14,North,Consumer,Furniture,Furnishings,1,0.1,380.46,-0.28
ORD-007440,2023-09-14,North,Consumer,Furniture,Bookcases,2,0.2,169.64,-22.48
ORD-005018,2023-09-14,North,Consumer,Office Supplies,Labels,5,0.15,132.29,3.3
ORD-001513,2023-09-15,East,Corporate,Office Supplies,Storage,1,0.0,49.86,3.0
ORD-002064,2023-09-15,South,Consumer,Technology,Laptops,4,0.0,27.47,11.92
ORD-001234,2023-09-15,North,Consumer,Furniture,Furnishings,2,0.1,358.53,1.36
ORD-004719,2023-09-15,North,Consumer,Office Supplies,Paper,4,0.1,89.84,14.92
ORD-005218,2023-09-15,East,Consumer,Office Supplies,Paper,3,0.0,73.91,23.04
ORD-003599,2023-09-15,East,Consumer,Furniture,Chairs,1,0.1,116.25,19.87
ORD-006391,2023-09-15,Central,Consumer,Office Supplies,Labels,4,0.2,86.79,-18.25
ORD-006503,2023-09-15,South,Consumer,Office Supplies,Labels,2,0.2,55.74,-1.79
ORD-007354,2023-09-15,East,Corporate,Office Supplies,Storage,5,0.1,34.63,9.67
ORD-006089,2023-09-15,South,Corporate,Technology,Networking,2,0.2,94.71,-9.35
ORD-000793,2023-09-15,South,Consumer,Furniture,Tables,1,0.1,643.76,-9.23
ORD-005530,2023-09-15,North,Corporate,Technology,Phones,3,0.1,278.68,26.35
ORD-010739,2023-09-15,South,Consumer,Office Supplies,Art,1,0.1,21.75,-3.95
ORD-003496,2023-09-15,East,Home Office,Technology,Accessories,3,0.15,154.52,-3.81
ORD-000707,2023-09-15,West,Consumer,Technology,Accessories,2,0.0,384.8,73.52
ORD-009007,2023-09-15,East,Corporate,Office Supplies,Labels,4,0.3,63.52,10.29
ORD-002545,2023-09-15,South,Consumer,Office Supplies,Art,3,0.3,26.8,4.13
ORD-008488,2023-09-15,West,Corporate,Office Supplies,Binders,2,0.15,17.38,12.24
ORD-006764,2023-09-15,Central,Consumer,Office Supplies,Storage,2,0.2,51.17,8.48
ORD-010581,2023-09-15,South,Corporate,Office Supplies,Art,1,0.15,37.44,10.32
ORD-011412,2023-09-15,East,Consumer,Office Supplies,Storage,3,0.2,28.48,5.55
ORD-007530,2023-09-15,Central,Consumer,Furniture,Furnishings,1,0.15,492.66,-24.63
ORD-008639,2023-09-15,North,Consumer,Furniture,Tables,3,0.2,273.46,-26.59
ORD-010163,2023-09-16,South,Home Office,Technology,Phones,1,0.1,252.2,24.64
ORD-004165,2023-09-16,North,Home Office,Technology,Laptops,3,0.0,70.74,13.73
ORD-010861,2023-09-16,Central,Consumer,Technology,Phones,2,0.0,133.58,31.57
ORD-002554,2023-09-16,East,Consumer,Office Supplies,Paper,5,0.1,14.01,-7.07
ORD-010572,2023-09-16,East,Consumer,Furniture,Bookcases,5,0.2,251.22,-23.23
ORD-011210,2023-09-16,South,Corporate,Technology,Phones,2,0.0,893.44,141.19
ORD-009086,2023-09-16,East,Home Office,Technology,Accessories,4,0.0,199.91,31.84
ORD-004166,2023-09-16,North,Home Office,Office Supplies,Binders,5,0.0,25.88,-4.4
ORD-009957,2023-09-16,Central,Consumer,Furniture,Bookcases,4,0.15,466.04,-18.47
ORD-007251,2023-09-16,Central,Consumer,Office Supplies,Binders,2,0.3,29.31,12.35
ORD-011582,2023-09-16,South,Consumer,Office Supplies,Art,2,0.15,13.56,2.26
ORD-011013,2023-09-16,South,Corporate,Technology,Laptops,2,0.0,221.74,41.37
ORD-009794,2023-09-16,East,Consumer,Furniture,Furnishings,3,0.0,530.24,32.1
ORD-006511,2023-09-16,North,Consumer,Technology,Laptops,3,0.3,367.91,-23.61
ORD-007493,2023-09-16,South,Home Office,Office Supplies,Labels,5,0.0,42.19,8.63
ORD-000770,2023-09-16,East,Home Office,Technology,Laptops,1,0.1,225.94,38.07
ORD-000928,2023-09-16,East,Consumer,Furniture,Furnishings,2,0.0,119.52,17.06
ORD-011574,2023-09-16,North,Consumer,Technology,Phones,2,0.1,841.8,81.6
ORD-010988,2023-09-16,South,Consumer,Office Supplies,Binders,2,0.1,56.12,0.63
ORD-001293,2023-09-16,West,Home Office,Office Supplies,Paper,1,0.3,42.96,-14.3
ORD-006006,2023-09-16,South,Consumer,Office Supplies,Labels,3,0.0,24.4,10.38
ORD-011516,2023-09-17,Central,Consumer,Office Supplies,Storage,5,0.3,96.99,-11.01
ORD-011445,2023-09-17,South,Consumer,Furniture,Chairs,2,0.2,100.83,-6.89
ORD-009337,2023-09-17,East,Corporate,Technology,Phones,1,0.15,122.05,-0.84
ORD-006318,2023-09-17,West,Home Office,Technology,Phones,2,0.2,125.32,10.61
ORD-002943,2023-09-17,East,Corporate,Technology,Laptops,1,0.0,251.43,47.44
ORD-005770,2023-09-17,North,Consumer,Technology,Accessories,4,0.1,276.46,27.22
ORD-000910,2023-09-17,Central,Consumer,Technology,Accessories,5,0.3,264.03,-12.06
ORD-006660,2023-09-17,East,Home Office,Technology,Phones,3,0.2,459.41,14.82
ORD-001666,2023-09-17,South,Home Office,Technology,Phones,3,0.15,577.61,41.12
ORD-005189,2023-09-17,North,Home Office,Furniture,Chairs,4,0.15,137.96,-13.72
ORD-005496,2023-09-17,South,Consumer,Technology,Laptops,3,0.1,337.06,47.83
ORD-003096,2023-09-17,North,Home Office,Office Supplies,Art,3,0.0,22.98,3.37
ORD-001031,2023-09-17,North,Consumer,Technology,Networking,2,0.0,184.01,30.47
ORD-002830,2023-09-17,West,Consumer,Technology,Accessories,4,0.0,400.82,61.2
ORD-011228,2023-09-17,East,Consumer,Office Supplies,Labels,5,0.2,21.59,10.44
ORD-008365,2023-09-17,West,Consumer,Technology,Laptops,3,0.0,368.91,53.06
ORD-008481,2023-09-18,East,Corporate,Furniture,Furnishings,1,0.0,139.64,20.0
ORD-006119,2023-09-18,East,Consumer,Office Supplies,Labels,1,0.1,64.71,1.54
ORD-005135,2023-09-18,Central,Corporate,Office Supplies,Storage,4,0.1,42.57,5.45
ORD-004522,2023-09-18,West,Consumer,Furniture,Chairs,3,0.0,62.73,7.57
ORD-010996,2023-09-18,West,Consumer,Technology,Networking,3,0.0,536.24,77.81
ORD-009697,2023-09-18,South,Consumer,Office Supplies,Paper,4,0.0,32.24,18.43
ORD-009060,2023-09-18,South,Consumer,Furniture,Chairs,3,0.0,113.07,-2.26
ORD-010926,2023-09-18,South,Home Office,Office Supplies,Labels,1,0.1,53.78,2.88
ORD-000545,2023-09-18,East,Consumer,Office Supplies,Storage,4,0.0,76.29,3.89
ORD-004818,2023-09-18,South,Consumer,Office Supplies,Labels,2,0.15,44.51,5.39
ORD-001707,2023-09-18,North,Consumer,Technology,Networking,1,0.0,199.26,44.08
ORD-005729,2023-09-18,South,Corporate,Furniture,Chairs,2,0.1,379.68,-15.08
ORD-006482,2023-09-18,South,Corporate,Office Supplies,Paper,1,0.0,107.76,14.7
ORD-002631,2023-09-18,North,Corporate,Furniture,Chairs,4,0.2,138.16,-26.34
ORD-005811,2023-09-18,Central,Consumer,Furniture,Furnishings,2,0.0,63.77,-4.55
ORD-010402,2023-09-18,North,Home Office,Technology,Networking,4,0.0,440.73,82.89
ORD-005123,2023-09-18,East,Home Office,Furniture,Chairs,5,0.0,527.83,27.74
ORD-006197,2023-09-18,East,Consumer,Furniture,Bookcases,1,0.2,258.51,-28.36
ORD-011633,2023-09-18,North,Corporate,Office Supplies,Binders,1,0.0,84.6,10.42
ORD-006282,2023-09-18,East,Consumer,Office Supplies,Paper,3,0.15,9.85,7.94
ORD-002700,2023-09-18,North,Consumer,Technology,Laptops,5,0.0,144.06,21.78
ORD-011978,2023-09-19,North,Consumer,Office Supplies,Paper,5,0.2,12.57,6.56
ORD-004882,2023-09-19,West,Consumer,Furniture,Chairs,2,0.1,348.48,-5.65
ORD-008188,2023-09-19,West,Corporate,Office Supplies,Storage,3,0.3,24.38,20.81
ORD-004326,2023-09-19,West,Home Office,Technology,Laptops,4,0.0,146.57,28.19
ORD-000788,2023-09-19,West,Consumer,Office Supplies,Art,5,0.0,40.45,24.12
ORD-004100,2023-09-19,South,Consumer,Furniture,Furnishings,3,0.2,132.26,-5.08
ORD-009988,2023-09-19,South,Home Office,Office Supplies,Labels,3,0.1,97.35,21.57
ORD-011373,2023-09-19,East,Consumer,Technology,Networking,1,0.0,760.54,114.42
ORD-005543,2023-09-19,West,Consumer,Technology,Laptops,2,0.3,189.07,-9.27
ORD-011165,2023-09-19,Central,Corporate,Technology,Networking,3,0.15,108.03,6.89
ORD-001956,2023-09-19,Central,Consumer,Technology,Phones,2,0.2,506.25,15.37
ORD-000056,2023-09-19,North,Consumer,Office Supplies,Paper,1,0.3,103.46,-1.03
ORD-011106,2023-09-19,South,Consumer,Technology,Accessories,1,0.0,347.06,46.68
ORD-007600,2023-09-19,North,Corporate,Technology,Laptops,5,0.1,257.77,32.54
ORD-009288,2023-09-19,North,Home Office,Office Supplies,Paper,4,0.0,28.85,17.83
ORD-005686,2023-09-19,West,Consumer,Furniture,Bookcases,2,0.0,83.11,3.29
ORD-001161,2023-09-19,North,Consumer,Technology,Phones,4,0.1,393.39,44.17
ORD-001201,2023-09-19,South,Consumer,Technology,Laptops,3,0.0,501.94,85.91
ORD-003895,2023-09-20,North,Corporate,Furniture,Tables,2,0.0,63.62,-6.67
ORD-009522,2023-09-20,North,Consumer,Office Supplies,Binders,5,0.1,55.26,10.14
ORD-005429,2023-09-20,North,Home Office,Technology,Accessories,1,0.3,404.24,7.98
ORD-010040,2023-09-20,West,Consumer,Office Supplies,Paper,3,0.15,39.78,-3.79
ORD-010015,2023-09-20,East,Consumer,Furniture,Bookcases,4,0.1,799.66,1.72
ORD-005817,2023-09-20,East,Corporate,Technology,Accessories,4,0.0,621.81,101.82
ORD-005805,2023-09-20,West,Corporate,Technology,Phones,3,0.1,26.32,-15.19
ORD-007124,2023-09-20,South,Corporate,Furniture,Tables,3,0.1,111.83,0.25
ORD-001187,2023-09-20,North,Consumer,Furniture,Furnishings,1,0.3,328.79,-48.53
ORD-008415,2023-09-20,West,Consumer,Technology,Laptops,5,0.0,311.49,48.17
ORD-009613,2023-09-20,South,Corporate,Furniture,Bookcases,2,0.0,394.74,13.21
ORD-002034,2023-09-20,North,Corporate,Office Supplies,Art,3,0.1,37.08,3.85
ORD-007180,2023-09-20,North,Home Office,Furniture,Furnishings,2,0.1,260.74,-10.6
ORD-002880,2023-09-20,West,Corporate,Technology,Laptops,1,0.0,740.32,118.66
ORD-001520,2023-09-20,South,Corporate,Office Supplies,Storage,5,0.2,47.41,6.69
ORD-007587,2023-09-20,West,Consumer,Office Supplies,Storage,4,0.0,147.21,13.55
ORD-008283,2023-09-20,West,Consumer,Technology,Networking,4,0.1,566.54,70.28
ORD-005231,2023-09-20,North,Consumer,Furniture,Chairs,2,0.0,166.16,13.04
ORD-005284,2023-09-20,North,Consumer,Technology,Networking,3,0.1,503.0,62.32
ORD-009849,2023-09-21,Central,Consumer,Office Supplies,Storage,1,0.0,98.38,8.7
ORD-005025,2023-09-21,South,Corporate,Furniture,Bookcases,2,0.2,244.94,-21.33
ORD-009851,2023-09-21,Central,Corporate,Furniture,Bookcases,4,0.1,28.09,10.75
ORD-004717,2023-09-21,North,Home Office,Technology,Phones,4,0.1,543.37,55.81
ORD-003939,2023-09-21,Central,Corporate,Technology,Laptops,1,0.0,525.34,69.56
ORD-007875,2023-09-21,North,Consumer,Technology,Networking,4,0.2,19.96,-8.47
ORD-002358,2023-09-21,North,Corporate,Office Supplies,Paper,3,0.3,88.45,-5.11
ORD-004952,2023-09-21,South,Consumer,Technology,Laptops,4,0.3,805.27,-13.49
ORD-007708,2023-09-21,West,Consumer,Office Supplies,Binders,4,0.15,8.58,14.65
ORD-002541,2023-09-21,South,Consumer,Office Supplies,Storage,3,0.15,81.98,6.46
ORD-007628,2023-09-21,North,Consumer,Technology,Phones,4,0.2,347.62,11.84
ORD-000632,2023-09-21,North,Consumer,Office Supplies,Storage,3,0.3,38.32,-7.47
ORD-001188,2023-09-21,West,Corporate,Office Supplies,Binders,4,0.3,61.68,4.16
ORD-008661,2023-09-21,North,Corporate,Office Supplies,Binders,4,0.1,24.77,3.83
ORD-011659,2023-09-21,North,Home Office,Office Supplies,Binders,2,0.2,50.48,9.19
ORD-006440,2023-09-21,Central,Corporate,Office Supplies,Paper,5,0.1,32.22,4.63
ORD-008946,2023-09-21,North,Corporate,Furniture,Furnishings,1,0.0,298.29,2.33
ORD-004399,2023-09-21,North,Home Office,Furniture,Chairs,3,0.1,247.25,-1.87
ORD-002445,2023-09-21,West,Home Office,Technology,Accessories,4,0.0,271.81,38.38
ORD-004677,2023-09-21,East,Consumer,Office Supplies,Binders,5,0.0,34.46,8.38
ORD-006411,2023-09-21,South,Corporate,Office Supplies,Storage,4,0.0,52.9,4.42
ORD-010422,2023-09-21,North,Consumer,Furniture,Bookcases,2,0.2,183.54,-18.36
ORD-003220,2023-09-21,West,Consumer,Technology,Phones,2,0.15,108.51,0.15
ORD-003729,2023-09-22,North,Home Office,Office Supplies,Art,1,0.3,45.61,-15.61
ORD-007772,2023-09-22,South,Consumer,Office Supplies,Binders,3,0.15,28.32,7.73
ORD-003804,2023-09-22,North,Corporate,Office Supplies,Storage,4,0.15,88.96,1.56
ORD-010533,2023-09-22,North,Corporate,Furniture,Bookcases,4,0.1,287.25,-22.65
ORD-000008,2023-09-22,North,Corporate,Furniture,Chairs,5,0.0,563.64,37.68
ORD-005427,2023-09-22,North,Consumer,Technology,Phones,2,0.15,104.44,5.52
ORD-001893,2023-09-22,North,Corporate,Technology,Networking,4,0.1,180.12,21.12
ORD-006100,2023-09-22,South,Consumer,Furniture,Tables,5,0.0,305.14,12.17
ORD-005955,2023-09-22,North,Corporate,Technology,Accessories,2,0.1,189.98,27.82
ORD-006725,2023-09-22,West,Home Office,Technology,Accessories,5,0.15,172.12,24.04
ORD-011385,2023-09-22,East,Consumer,Technology,Accessories,5,0.0,182.88,27.5
ORD-009887,2023-09-22,East,Consumer,Office Supplies,Labels,1,0.3,105.37,-12.49
ORD-003440,2023-09-22,East,Consumer,Office Supplies,Storage,4,0.15,63.77,-2.34
ORD-010927,2023-09-22,North,Consumer,Furniture,Furnishings,5,0.1,240.89,6.12
ORD-005032,2023-09-22,North,Home Office,Technology,Phones,2,0.1,204.3,24.75
ORD-001190,2023-09-22,Central,Corporate,Office Supplies,Paper,5,0.0,7.14,-12.55
ORD-007077,2023-09-22,South,Consumer,Furniture,Tables,5,0.3,103.0,-22.08
ORD-006916,2023-09-22,North,Home Office,Office Supplies,Paper,2,0.2,6.68,-20.13
ORD-003005,2023-09-22,West,Consumer,Office Supplies,Paper,5,0.3,25.34,-1.9
ORD-011294,2023-09-22,East,Home Office,Technology,Accessories,5,0.3,112.27,-0.65
ORD-008972,2023-09-22,South,Consumer,Office Supplies,Art,1,0.0,50.55,16.64
ORD-002221,2023-09-22,Central,Consumer,Office Supplies,Storage,5,0.2,16.25,5.72
ORD-005548,2023-09-22,West,Consumer,Office Supplies,Labels,4,0.0,51.09,14.21
ORD-003509,2023-09-22,North,Consumer,Technology,Networking,5,0.0,70.16,4.82
ORD-010789,2023-09-23,East,Consumer,Office Supplies,Paper,3,0.0,35.18,2.27
ORD-010544,2023-09-23,South,Home Office,Office Supplies,Storage,4,0.1,9.87,-8.59
ORD-011724,2023-09-23,West,Corporate,Office Supplies,Labels,2,0.0,28.76,6.61
ORD-004310,2023-09-23,Central,Corporate,Technology,Phones,1,0.0,585.89,100.74
ORD-002376,2023-09-23,West,Consumer,Technology,Phones,5,0.1,545.08,64.07
ORD-009476,2023-09-23,South,Home Office,Furniture,Bookcases,4,0.15,405.73,-26.09
ORD-006481,2023-09-23,South,Consumer,Technology,Accessories,4,0.15,147.25,-12.91
ORD-001914,2023-09-23,North,Consumer,Office Supplies,Paper,1,0.0,46.11,14.91
ORD-004375,2023-09-23,West,Consumer,Office Supplies,Labels,1,0.0,55.28,11.19
ORD-005518,2023-09-23,South,Corporate,Office Supplies,Binders,1,0.3,21.39,-3.03
ORD-001744,2023-09-23,South,Consumer,Office Supplies,Labels,5,0.0,35.89,2.32
ORD-001797,2023-09-23,West,Corporate,Office Supplies,Storage,4,0.15,61.38,7.8
ORD-004659,2023-09-23,Central,Corporate,Technology,Networking,3,0.2,299.44,11.22
ORD-002109,2023-09-23,East,Home Office,Technology,Networking,4,0.0,201.48,16.51
ORD-008716,2023-09-24,East,Consumer,Office Supplies,Binders,5,0.1,7.53,-7.38
ORD-008378,2023-09-24,North,Consumer,Technology,Laptops,2,0.15,394.07,30.18
ORD-007698,2023-09-24,West,Corporate,Furniture,Bookcases,2,0.0,111.95,9.92
ORD-004778,2023-09-24,North,Consumer,Office Supplies,Art,3,0.15,51.46,3.82
ORD-001638,2023-09-24,North,Corporate,Technology,Laptops,5,0.2,286.73,12.84
ORD-010709,2023-09-24,South,Consumer,Office Supplies,Storage,2,0.15,8.93,-7.18
ORD-006634,2023-09-24,North,Corporate,Office Supplies,Binders,4,0.1,39.95,12.52
ORD-002716,2023-09-24,North,Consumer,Technology,Networking,4,0.15,757.25,43.84
ORD-009313,2023-09-24,East,Consumer,Office Supplies,Labels,1,0.0,98.59,-7.71
ORD-009631,2023-09-24,Central,Home Office,Office Supplies,Storage,4,0.3,26.86,-0.31
ORD-008535,2023-09-24,Central,Consumer,Technology,Accessories,1,0.2,153.38,9.08
ORD-005219,2023-09-24,South,Consumer,Technology,Laptops,5,0.1,233.19,25.37
ORD-006286,2023-09-24,West,Consumer,Office Supplies,Labels,4,0.0,8.51,2.79
ORD-009462,2023-09-24,North,Corporate,Office Supplies,Storage,3,0.3,46.35,-9.81
ORD-005827,2023-09-25,Central,Consumer,Furniture,Bookcases,4,0.0,370.55,20.8
ORD-011732,2023-09-25,East,Corporate,Technology,Networking,3,0.0,834.63,137.81
ORD-004488,2023-09-25,East,Consumer,Office Supplies,Storage,2,0.0,20.54,-5.67
ORD-004298,2023-09-25,South,Consumer,Office Supplies,Labels,5,0.15,127.88,-3.0
ORD-005128,2023-09-25,South,Corporate,Office Supplies,Labels,3,0.2,28.83,1.93
ORD-006409,2023-09-25,East,Corporate,Office Supplies,Storage,4,0.15,41.43,-24.12
ORD-007666,2023-09-25,Central,Home Office,Technology,Phones,2,0.0,239.74,43.19
ORD-007829,2023-09-25,North,Corporate,Furniture,Chairs,5,0.15,94.27,-3.3
ORD-000065,2023-09-25,West,Consumer,Technology,Accessories,2,0.0,664.27,99.15
ORD-008950,2023-09-25,East,Corporate,Office Supplies,Art,1,0.0,113.66,4.51
ORD-000085,2023-09-25,Central,Consumer,Furniture,Furnishings,3,0.0,123.62,3.68
ORD-001235,2023-09-25,North,Corporate,Technology,Networking,4,0.1,680.84,65.19
ORD-004348,2023-09-25,Central,Home Office,Furniture,Chairs,3,0.15,43.59,-3.24
ORD-003357,2023-09-25,East,Corporate,Office Supplies,Labels,2,0.1,74.7,8.18
ORD-010151,2023-09-25,North,Corporate,Office Supplies,Labels,4,0.1,111.12,12.4
ORD-011480,2023-09-25,South,Corporate,Office Supplies,Storage,3,0.2,14.94,-4.37
ORD-011396,2023-09-26,South,Consumer,Office Supplies,Art,4,0.0,50.86,-9.95
ORD-000516,2023-09-26,East,Consumer,Office Supplies,Binders,4,0.3,33.22,1.96
ORD-000201,2023-09-26,Central,Consumer,Office Supplies,Binders,2,0.0,10.38,7.86
ORD-008125,2023-09-26,South,Consumer,Technology,Accessories,4,0.1,322.93,41.23
ORD-009995,2023-09-26,Central,Consumer,Furniture,Chairs,2,0.3,423.5,-58.23
ORD-004843,2023-09-26,East,Consumer,Technology,Accessories,2,0.15,26.23,-5.46
ORD-001878,2023-09-26,South,Corporate,Technology,Accessories,1,0.1,62.39,15.04
ORD-004381,2023-09-26,Central,Corporate,Office Supplies,Art,5,0.1,112.14,-4.5
ORD-011045,2023-09-26,West,Home Office,Office Supplies,Paper,2,0.1,31.04,10.2
ORD-002703,2023-09-26,North,Consumer,Office Supplies,Art,2,0.0,2.46,-9.86
ORD-001973,2023-09-26,South,Consumer,Technology,Networking,2,0.1,183.8,19.01
ORD-008499,2023-09-26,West,Home Office,Technology,Networking,5,0.15,391.41,25.44
ORD-008223,2023-09-26,West,Corporate,Technology,Laptops,3,0.15,54.98,-6.36
ORD-001430,2023-09-27,East,Consumer,Furniture,Furnishings,2,0.15,12.28,-3.31
ORD-000074,2023-09-27,North,Consumer,Furniture,Bookcases,4,0.0,485.23,22.38
ORD-010741,2023-09-27,South,Consumer,Office Supplies,Storage,2,0.1,41.79,-17.56
ORD-001343,2023-09-27,South,Home Office,Technology,Phones,2,0.1,350.7,34.97
ORD-001013,2023-09-27,Central,Corporate,Technology,Networking,1,0.2,99.81,4.06
ORD-006085,2023-09-27,East,Consumer,Office Supplies,Art,2,0.15,27.64,-0.45
ORD-008679,2023-09-27,Central,Corporate,Furniture,Bookcases,5,0.0,171.0,10.61
ORD-001766,2023-09-27,South,Home Office,Office Supplies,Storage,3,0.0,43.37,12.63
ORD-002755,2023-09-27,West,Consumer,Office Supplies,Binders,4,0.15,61.98,6.66
ORD-008961,2023-09-27,North,Corporate,Technology,Phones,5,0.0,480.1,83.43
ORD-001107,2023-09-27,West,Home Office,Office Supplies,Labels,4,0.2,31.13,1.58
ORD-011100,2023-09-27,North,Consumer,Office Supplies,Binders,1,0.0,6.19,-12.67
ORD-011839,2023-09-27,West,Consumer,Office Supplies,Labels,4,0.1,41.64,23.17
ORD-009939,2023-09-27,East,Consumer,Office Supplies,Art,3,0.2,50.02,-8.23
ORD-007935,2023-09-28,East,Corporate,Technology,Laptops,4,0.0,318.74,52.34
ORD-004200,2023-09-28,West,Corporate,Technology,Laptops,1,0.0,117.82,15.51
ORD-008618,2023-09-28,Central,Home Office,Office Supplies,Art,2,0.3,45.77,-6.52
ORD-002454,2023-09-28,North,Consumer,Technology,Laptops,4,0.15,512.36,40.16
ORD-003656,2023-09-28,North,Consumer,Technology,Networking,3,0.0,412.04,55.76
ORD-006718,2023-09-28,West,Consumer,Furniture,Tables,3,0.2,480.04,-36.7
ORD-002403,2023-09-28,East,Consumer,Technology,Accessories,2,0.2,501.16,11.47
ORD-005950,2023-09-29,Central,Consumer,Technology,Networking,2,0.0,276.08,46.7
ORD-000044,2023-09-29,West,Corporate,Technology,Networking,3,0.15,119.77,8.39
ORD-011055,2023-09-29,West,Corporate,Technology,Accessories,1,0.0,604.66,100.12
ORD-008646,2023-09-29,East,Corporate,Furniture,Bookcases,3,0.0,495.1,20.94
ORD-004948,2023-09-29,North,Corporate,Furniture,Bookcases,5,0.0,457.84,1.98
ORD-001501,2023-09-29,East,Corporate,Office Supplies,Labels,2,0.15,49.84,7.32
ORD-006939,2023-09-29,North,Corporate,Furniture,Tables,3,0.15,325.29,-30.83
ORD-004982,2023-09-29,West,Consumer,Furniture,Furnishings,2,0.0,210.51,11.75
ORD-007314,2023-09-29,North,Consumer,Office Supplies,Art,3,0.1,32.76,-4.29
ORD-001499,2023-09-29,North,Consumer,Furniture,Furnishings,4,0.0,302.69,14.9
ORD-005050,2023-09-29,West,Consumer,Office Supplies,Labels,2,0.15,133.61,12.36
ORD-010010,2023-09-29,East,Corporate,Office Supplies,Labels,2,0.15,23.92,2.95
ORD-009218,2023-09-29,South,Home Office,Office Supplies,Binders,1,0.15,66.21,8.72
ORD-011826,2023-09-30,East,Corporate,Furniture,Tables,5,0.0,380.34,18.83
ORD-004771,2023-09-30,South,Corporate,Office Supplies,Storage,5,0.15,20.49,2.88
ORD-004765,2023-09-30,North,Consumer,Office Supplies,Art,1,0.0,52.61,1.32
ORD-000330,2023-09-30,South,Consumer,Technology,Networking,4,0.0,152.44,6.7
ORD-007508,2023-09-30,North,Corporate,Office Supplies,Paper,4,0.0,33.63,-9.66
ORD-010545,2023-09-30,East,Consumer,Furniture,Bookcases,4,0.0,193.79,1.42
ORD-007204,2023-09-30,East,Consumer,Office Supplies,Labels,3,0.0,21.59,-6.23
ORD-009274,2023-09-30,Central,Consumer,Office Supplies,Storage,1,0.15,58.45,6.21
ORD-007532,2023-09-30,South,Consumer,Office Supplies,Art,1,0.15,92.25,-1.93
ORD-010288,2023-09-30,Central,Corporate,Office Supplies,Storage,1,0.0,38.02,-9.54
ORD-007351,2023-09-30,West,Corporate,Technology,Networking,5,0.0,84.92,11.93
ORD-003315,2023-09-30,Central,Consumer,Technology,Laptops,3,0.1,276.67,28.35
ORD-006154,2023-09-30,South,Consumer,Technology,Accessories,1,0.0,296.33,56.52
ORD-003311,2023-09-30,West,Corporate,Office Supplies,Storage,1,0.0,109.04,12.92
ORD-002570,2023-09-30,North,Consumer,Technology,Accessories,4,0.0,129.0,23.14
ORD-009226,2023-09-30,South,Corporate,Technology,Accessories,2,0.0,18.11,3.13
ORD-002847,2023-09-30,West,Corporate,Office Supplies,Binders,1,0.2,38.34,-8.12
ORD-011347,2023-09-30,South,Corporate,Technology,Networking,1,0.1,464.54,46.46
ORD-011570,2023-10-01,North,Home Office,Furniture,Furnishings,4,0.0,368.38,20.44
ORD-010407,2023-10-01,South,Consumer,Furniture,Bookcases,2,0.0,314.04,-6.65
ORD-005839,2023-10-01,West,Home Office,Office Supplies,Art,4,0.1,15.16,-7.23
ORD-008277,2023-10-01,West,Consumer,Furniture,Furnishings,3,0.0,211.58,12.76
ORD-006037,2023-10-01,West,Corporate,Technology,Networking,5,0.0,233.07,36.73
ORD-002053,2023-10-01,North,Corporate,Technology,Networking,5,0.0,176.77,32.32
ORD-002047,2023-10-01,East,Home Office,Furniture,Chairs,4,0.1,486.98,-11.23
ORD-006186,2023-10-01,East,Home Office,Technology,Laptops,2,0.2,552.55,25.98
ORD-002457,2023-10-01,East,Consumer,Office Supplies,Storage,4,0.0,20.42,-2.63
ORD-009409,2023-10-01,West,Consumer,Technology,Phones,3,0.15,176.79,17.59
ORD-011847,2023-10-01,West,Home Office,Office Supplies,Binders,4,0.15,12.06,8.32
ORD-004881,2023-10-01,North,Corporate,Office Supplies,Paper,1,0.15,47.37,5.98
